"variable","iso3c","year","value","indicator_sdg"
"IT.NET.USER.ZS","GUY",2020,62.95399857,"17.8.1"
"IT.NET.USER.ZS","GUY",2021,71.65090179,"17.8.1"
"IT.NET.USER.ZS","GUY",2022,76.56240082,"17.8.1"
"IT.NET.USER.ZS","GUY",2023,79.3553009,"17.8.1"
"IT.NET.USER.ZS","GUY",2024,83.00080109,"17.8.1"
"IT.NET.USER.ZS","GUY",2025,,"17.8.1"
"IT.NET.USER.ZS","HKG",2010,72,"17.8.1"
"IT.NET.USER.ZS","HKG",2011,72.19999695,"17.8.1"
"IT.NET.USER.ZS","HKG",2012,72.9,"17.8.1"
"IT.NET.USER.ZS","HKG",2013,74.2,"17.8.1"
"IT.NET.USER.ZS","HKG",2014,79.8662704309064,"17.8.1"
"IT.NET.USER.ZS","HKG",2015,84.9483529634062,"17.8.1"
"IT.NET.USER.ZS","HKG",2016,87.47941467087,"17.8.1"
"IT.NET.USER.ZS","HKG",2017,89.4159446487565,"17.8.1"
"IT.NET.USER.ZS","HKG",2018,90.5073953294283,"17.8.1"
"IT.NET.USER.ZS","HKG",2019,91.7434003891587,"17.8.1"
"IT.NET.USER.ZS","HKG",2020,92.41313602,"17.8.1"
"IT.NET.USER.ZS","HKG",2021,93.08715788,"17.8.1"
"IT.NET.USER.ZS","HKG",2022,95.61357052,"17.8.1"
"IT.NET.USER.ZS","HKG",2023,95.97781908,"17.8.1"
"IT.NET.USER.ZS","HKG",2024,95.75536971,"17.8.1"
"IT.NET.USER.ZS","HKG",2025,,"17.8.1"
"IT.NET.USER.ZS","HND",2010,11.09,"17.8.1"
"IT.NET.USER.ZS","HND",2011,15.9,"17.8.1"
"IT.NET.USER.ZS","HND",2012,18.12,"17.8.1"
"IT.NET.USER.ZS","HND",2013,17.8,"17.8.1"
"IT.NET.USER.ZS","HND",2014,23,"17.8.1"
"IT.NET.USER.ZS","HND",2015,27.1395454833776,"17.8.1"
"IT.NET.USER.ZS","HND",2016,29.5282180796457,"17.8.1"
"IT.NET.USER.ZS","HND",2017,31.7357924661485,"17.8.1"
"IT.NET.USER.ZS","HND",2018,36.0400608231468,"17.8.1"
"IT.NET.USER.ZS","HND",2019,39.3883521850111,"17.8.1"
"IT.NET.USER.ZS","HND",2020,45.24829865,"17.8.1"
"IT.NET.USER.ZS","HND",2021,51.95159912,"17.8.1"
"IT.NET.USER.ZS","HND",2022,56.88069916,"17.8.1"
"IT.NET.USER.ZS","HND",2023,58.0685997,"17.8.1"
"IT.NET.USER.ZS","HND",2024,58.62269974,"17.8.1"
"IT.NET.USER.ZS","HND",2025,,"17.8.1"
"IT.NET.USER.ZS","HRV",2010,56.55,"17.8.1"
"IT.NET.USER.ZS","HRV",2011,57.7899789891444,"17.8.1"
"IT.NET.USER.ZS","HRV",2012,61.9399731527956,"17.8.1"
"IT.NET.USER.ZS","HRV",2013,66.7476,"17.8.1"
"IT.NET.USER.ZS","HRV",2014,68.5678992528467,"17.8.1"
"IT.NET.USER.ZS","HRV",2015,69.8450359238281,"17.8.1"
"IT.NET.USER.ZS","HRV",2016,72.6972696701463,"17.8.1"
"IT.NET.USER.ZS","HRV",2017,67.0961920368478,"17.8.1"
"IT.NET.USER.ZS","HRV",2018,75.2946259897258,"17.8.1"
"IT.NET.USER.ZS","HRV",2019,79.0797836757554,"17.8.1"
"IT.NET.USER.ZS","HRV",2020,78.32090004,"17.8.1"
"IT.NET.USER.ZS","HRV",2021,81.25396608,"17.8.1"
"IT.NET.USER.ZS","HRV",2022,82.07155532,"17.8.1"
"IT.NET.USER.ZS","HRV",2023,83.24117599,"17.8.1"
"IT.NET.USER.ZS","HRV",2024,83.63240029,"17.8.1"
"IT.NET.USER.ZS","HRV",2025,,"17.8.1"
"IT.NET.USER.ZS","HTI",2010,8.369999886,"17.8.1"
"IT.NET.USER.ZS","HTI",2011,9,"17.8.1"
"IT.NET.USER.ZS","HTI",2012,9.800000191,"17.8.1"
"IT.NET.USER.ZS","HTI",2013,10.60000038,"17.8.1"
"IT.NET.USER.ZS","HTI",2014,11.39999962,"17.8.1"
"IT.NET.USER.ZS","HTI",2015,14.19999981,"17.8.1"
"IT.NET.USER.ZS","HTI",2016,22.79999924,"17.8.1"
"IT.NET.USER.ZS","HTI",2017,27.20000076,"17.8.1"
"IT.NET.USER.ZS","HTI",2018,32.4736271300557,"17.8.1"
"IT.NET.USER.ZS","HTI",2019,35.76409912,"17.8.1"
"IT.NET.USER.ZS","HTI",2020,39.38809967,"17.8.1"
"IT.NET.USER.ZS","HTI",2021,43.37919998,"17.8.1"
"IT.NET.USER.ZS","HTI",2022,47.77470016,"17.8.1"
"IT.NET.USER.ZS","HTI",2023,47.99269867,"17.8.1"
"IT.NET.USER.ZS","HTI",2024,47.8614006,"17.8.1"
"IT.NET.USER.ZS","HTI",2025,,"17.8.1"
"IT.NET.USER.ZS","HUN",2010,65,"17.8.1"
"IT.NET.USER.ZS","HUN",2011,68.0199878861296,"17.8.1"
"IT.NET.USER.ZS","HUN",2012,70.579998153838,"17.8.1"
"IT.NET.USER.ZS","HUN",2013,72.6439,"17.8.1"
"IT.NET.USER.ZS","HUN",2014,75.6531974544103,"17.8.1"
"IT.NET.USER.ZS","HUN",2015,72.8347370323805,"17.8.1"
"IT.NET.USER.ZS","HUN",2016,79.2594121273057,"17.8.1"
"IT.NET.USER.ZS","HUN",2017,76.7505471201922,"17.8.1"
"IT.NET.USER.ZS","HUN",2018,76.0743606365063,"17.8.1"
"IT.NET.USER.ZS","HUN",2019,80.3716936050482,"17.8.1"
"IT.NET.USER.ZS","HUN",2020,84.77115202,"17.8.1"
"IT.NET.USER.ZS","HUN",2021,88.64083466,"17.8.1"
"IT.NET.USER.ZS","HUN",2022,89.14282688,"17.8.1"
"IT.NET.USER.ZS","HUN",2023,91.4500713,"17.8.1"
"IT.NET.USER.ZS","HUN",2024,93.77898628,"17.8.1"
"IT.NET.USER.ZS","HUN",2025,,"17.8.1"
"IT.NET.USER.ZS","IDN",2010,10.92,"17.8.1"
"IT.NET.USER.ZS","IDN",2011,12.28,"17.8.1"
"IT.NET.USER.ZS","IDN",2012,14.52,"17.8.1"
"IT.NET.USER.ZS","IDN",2013,14.94,"17.8.1"
"IT.NET.USER.ZS","IDN",2014,17.1431598350566,"17.8.1"
"IT.NET.USER.ZS","IDN",2015,22.062742603379,"17.8.1"
"IT.NET.USER.ZS","IDN",2016,25.447353701827,"17.8.1"
"IT.NET.USER.ZS","IDN",2017,32.335806250688,"17.8.1"
"IT.NET.USER.ZS","IDN",2018,39.9046386385762,"17.8.1"
"IT.NET.USER.ZS","IDN",2019,47.6906489788375,"17.8.1"
"IT.NET.USER.ZS","IDN",2020,53.72649449,"17.8.1"
"IT.NET.USER.ZS","IDN",2021,62.10447842,"17.8.1"
"IT.NET.USER.ZS","IDN",2022,66.48461277,"17.8.1"
"IT.NET.USER.ZS","IDN",2023,69.20836554,"17.8.1"
"IT.NET.USER.ZS","IDN",2024,72.78075544,"17.8.1"
"IT.NET.USER.ZS","IDN",2025,,"17.8.1"
"IT.NET.USER.ZS","IMN",2010,,"17.8.1"
"IT.NET.USER.ZS","IMN",2011,,"17.8.1"
"IT.NET.USER.ZS","IMN",2012,,"17.8.1"
"IT.NET.USER.ZS","IMN",2013,,"17.8.1"
"IT.NET.USER.ZS","IMN",2014,,"17.8.1"
"IT.NET.USER.ZS","IMN",2015,,"17.8.1"
"IT.NET.USER.ZS","IMN",2016,,"17.8.1"
"IT.NET.USER.ZS","IMN",2017,,"17.8.1"
"IT.NET.USER.ZS","IMN",2018,,"17.8.1"
"IT.NET.USER.ZS","IMN",2019,,"17.8.1"
"IT.NET.USER.ZS","IMN",2020,,"17.8.1"
"IT.NET.USER.ZS","IMN",2021,,"17.8.1"
"IT.NET.USER.ZS","IMN",2022,,"17.8.1"
"IT.NET.USER.ZS","IMN",2023,,"17.8.1"
"IT.NET.USER.ZS","IMN",2024,,"17.8.1"
"IT.NET.USER.ZS","IMN",2025,,"17.8.1"
"IT.NET.USER.ZS","IND",2010,7.5,"17.8.1"
"IT.NET.USER.ZS","IND",2011,10.07,"17.8.1"
"IT.NET.USER.ZS","IND",2012,11.10000038,"17.8.1"
"IT.NET.USER.ZS","IND",2013,12.30000019,"17.8.1"
"IT.NET.USER.ZS","IND",2014,13.5,"17.8.1"
"IT.NET.USER.ZS","IND",2015,14.89999962,"17.8.1"
"IT.NET.USER.ZS","IND",2016,16.5,"17.8.1"
"IT.NET.USER.ZS","IND",2017,18.20000076,"17.8.1"
"IT.NET.USER.ZS","IND",2018,20.0813000379384,"17.8.1"
"IT.NET.USER.ZS","IND",2019,29.52350044,"17.8.1"
"IT.NET.USER.ZS","IND",2020,43.40544313,"17.8.1"
"IT.NET.USER.ZS","IND",2021,49.2580986,"17.8.1"
"IT.NET.USER.ZS","IND",2022,55.9,"17.8.1"
"IT.NET.USER.ZS","IND",2023,60.25230026,"17.8.1"
"IT.NET.USER.ZS","IND",2024,64.9434967,"17.8.1"
"IT.NET.USER.ZS","IND",2025,70,"17.8.1"
"IT.NET.USER.ZS","IRL",2010,69.85,"17.8.1"
"IT.NET.USER.ZS","IRL",2011,74.8899729670944,"17.8.1"
"IT.NET.USER.ZS","IRL",2012,76.919992540097,"17.8.1"
"IT.NET.USER.ZS","IRL",2013,78.2477,"17.8.1"
"IT.NET.USER.ZS","IRL",2014,83.4917223351728,"17.8.1"
"IT.NET.USER.ZS","IRL",2015,83.4947916666667,"17.8.1"
"IT.NET.USER.ZS","IRL",2016,83.5,"17.8.1"
"IT.NET.USER.ZS","IRL",2017,84.1140070623844,"17.8.1"
"IT.NET.USER.ZS","IRL",2018,87.0001401148942,"17.8.1"
"IT.NET.USER.ZS","IRL",2019,87.0000552425146,"17.8.1"
"IT.NET.USER.ZS","IRL",2020,91.99989097,"17.8.1"
"IT.NET.USER.ZS","IRL",2021,93.50610352,"17.8.1"
"IT.NET.USER.ZS","IRL",2022,95.03690338,"17.8.1"
"IT.NET.USER.ZS","IRL",2023,96.8660965,"17.8.1"
"IT.NET.USER.ZS","IRL",2024,97.18769836,"17.8.1"
"IT.NET.USER.ZS","IRL",2025,,"17.8.1"
"IT.NET.USER.ZS","IRN",2010,15.9,"17.8.1"
"IT.NET.USER.ZS","IRN",2011,19,"17.8.1"
"IT.NET.USER.ZS","IRN",2012,22.73,"17.8.1"
"IT.NET.USER.ZS","IRN",2013,29.95,"17.8.1"
"IT.NET.USER.ZS","IRN",2014,39.353614505223,"17.8.1"
"IT.NET.USER.ZS","IRN",2015,45.3349761533285,"17.8.1"
"IT.NET.USER.ZS","IRN",2016,53.2267716709857,"17.8.1"
"IT.NET.USER.ZS","IRN",2017,64.0439736249513,"17.8.1"
"IT.NET.USER.ZS","IRN",2018,70.2005650008363,"17.8.1"
"IT.NET.USER.ZS","IRN",2019,72.4509047672065,"17.8.1"
"IT.NET.USER.ZS","IRN",2020,75.56986637,"17.8.1"
"IT.NET.USER.ZS","IRN",2021,78.5957366,"17.8.1"
"IT.NET.USER.ZS","IRN",2022,81.71649933,"17.8.1"
"IT.NET.USER.ZS","IRN",2023,83.71050262,"17.8.1"
"IT.NET.USER.ZS","IRN",2024,85.3404007,"17.8.1"
"IT.NET.USER.ZS","IRN",2025,,"17.8.1"
"IT.NET.USER.ZS","IRQ",2010,2.5,"17.8.1"
"IT.NET.USER.ZS","IRQ",2011,5,"17.8.1"
"IT.NET.USER.ZS","IRQ",2012,7.099999905,"17.8.1"
"IT.NET.USER.ZS","IRQ",2013,9.199999809,"17.8.1"
"IT.NET.USER.ZS","IRQ",2014,11.6453267304545,"17.8.1"
"IT.NET.USER.ZS","IRQ",2015,15.21440029,"17.8.1"
"IT.NET.USER.ZS","IRQ",2016,19.87719917,"17.8.1"
"IT.NET.USER.ZS","IRQ",2017,25.96920013,"17.8.1"
"IT.NET.USER.ZS","IRQ",2018,33.92810059,"17.8.1"
"IT.NET.USER.ZS","IRQ",2019,44.3263465511579,"17.8.1"
"IT.NET.USER.ZS","IRQ",2020,53.67779922,"17.8.1"
"IT.NET.USER.ZS","IRQ",2021,65.00219727,"17.8.1"
"IT.NET.USER.ZS","IRQ",2022,78.71560926,"17.8.1"
"IT.NET.USER.ZS","IRQ",2023,81.80889893,"17.8.1"
"IT.NET.USER.ZS","IRQ",2024,81.47450256,"17.8.1"
"IT.NET.USER.ZS","IRQ",2025,,"17.8.1"
"IT.NET.USER.ZS","ISL",2010,93.39,"17.8.1"
"IT.NET.USER.ZS","ISL",2011,94.8196868008949,"17.8.1"
"IT.NET.USER.ZS","ISL",2012,96.2097995545657,"17.8.1"
"IT.NET.USER.ZS","ISL",2013,96.5468,"17.8.1"
"IT.NET.USER.ZS","ISL",2014,98.1580233097118,"17.8.1"
"IT.NET.USER.ZS","ISL",2015,98.19999695,"17.8.1"
"IT.NET.USER.ZS","ISL",2016,98.23999786,"17.8.1"
"IT.NET.USER.ZS","ISL",2017,98.2552011867973,"17.8.1"
"IT.NET.USER.ZS","ISL",2018,99.0109539916991,"17.8.1"
"IT.NET.USER.ZS","ISL",2019,99.5049411693787,"17.8.1"
"IT.NET.USER.ZS","ISL",2020,99.5327519,"17.8.1"
"IT.NET.USER.ZS","ISL",2021,99.68701957,"17.8.1"
"IT.NET.USER.ZS","ISL",2022,97.58339691,"17.8.1"
"IT.NET.USER.ZS","ISL",2023,97.94860077,"17.8.1"
"IT.NET.USER.ZS","ISL",2024,98.209198,"17.8.1"
"IT.NET.USER.ZS","ISL",2025,,"17.8.1"
"IT.NET.USER.ZS","ISR",2010,67.5,"17.8.1"
"IT.NET.USER.ZS","ISR",2011,68.8738779907441,"17.8.1"
"IT.NET.USER.ZS","ISR",2012,70.8,"17.8.1"
"IT.NET.USER.ZS","ISR",2013,70.250311945,"17.8.1"
"IT.NET.USER.ZS","ISR",2014,75.0177531628076,"17.8.1"
"IT.NET.USER.ZS","ISR",2015,77.3520896572253,"17.8.1"
"IT.NET.USER.ZS","ISR",2016,79.6531241815281,"17.8.1"
"IT.NET.USER.ZS","ISR",2017,81.5811835871611,"17.8.1"
"IT.NET.USER.ZS","ISR",2018,83.7331569615326,"17.8.1"
"IT.NET.USER.ZS","ISR",2019,86.7878776180583,"17.8.1"
"IT.NET.USER.ZS","ISR",2020,90.12734091,"17.8.1"
"IT.NET.USER.ZS","ISR",2021,90.29689758,"17.8.1"
"IT.NET.USER.ZS","ISR",2022,91.85079615,"17.8.1"
"IT.NET.USER.ZS","ISR",2023,87.03842615,"17.8.1"
"IT.NET.USER.ZS","ISR",2024,88.18242225,"17.8.1"
"IT.NET.USER.ZS","ISR",2025,,"17.8.1"
"IT.NET.USER.ZS","ITA",2010,53.68,"17.8.1"
"IT.NET.USER.ZS","ITA",2011,54.3899983018814,"17.8.1"
"IT.NET.USER.ZS","ITA",2012,55.829997993283,"17.8.1"
"IT.NET.USER.ZS","ITA",2013,58.4593,"17.8.1"
"IT.NET.USER.ZS","ITA",2014,55.6384602242293,"17.8.1"
"IT.NET.USER.ZS","ITA",2015,58.1417349568747,"17.8.1"
"IT.NET.USER.ZS","ITA",2016,61.3242527666303,"17.8.1"
"IT.NET.USER.ZS","ITA",2017,63.0773469984291,"17.8.1"
"IT.NET.USER.ZS","ITA",2018,74.3871829234822,"17.8.1"
"IT.NET.USER.ZS","ITA",2019,67.8507102874836,"17.8.1"
"IT.NET.USER.ZS","ITA",2020,70.48342785,"17.8.1"
"IT.NET.USER.ZS","ITA",2021,74.8623274,"17.8.1"
"IT.NET.USER.ZS","ITA",2022,85.06074504,"17.8.1"
"IT.NET.USER.ZS","ITA",2023,87.0278292,"17.8.1"
"IT.NET.USER.ZS","ITA",2024,89.2207202,"17.8.1"
"IT.NET.USER.ZS","ITA",2025,,"17.8.1"
"IT.NET.USER.ZS","JAM",2010,27.67,"17.8.1"
"IT.NET.USER.ZS","JAM",2011,37.438613414848,"17.8.1"
"IT.NET.USER.ZS","JAM",2012,33.79,"17.8.1"
"IT.NET.USER.ZS","JAM",2013,37.1,"17.8.1"
"IT.NET.USER.ZS","JAM",2014,40.4027351046672,"17.8.1"
"IT.NET.USER.ZS","JAM",2015,42.2212211907441,"17.8.1"
"IT.NET.USER.ZS","JAM",2016,44.3668563671334,"17.8.1"
"IT.NET.USER.ZS","JAM",2017,55.0720670507751,"17.8.1"
"IT.NET.USER.ZS","JAM",2018,68.2145170876072,"17.8.1"
"IT.NET.USER.ZS","JAM",2019,70.8410169743356,"17.8.1"
"IT.NET.USER.ZS","JAM",2020,76.38400269,"17.8.1"
"IT.NET.USER.ZS","JAM",2021,82.36071561,"17.8.1"
"IT.NET.USER.ZS","JAM",2022,85.84329987,"17.8.1"
"IT.NET.USER.ZS","JAM",2023,89.47304282,"17.8.1"
"IT.NET.USER.ZS","JAM",2024,90.10870361,"17.8.1"
"IT.NET.USER.ZS","JAM",2025,,"17.8.1"
"IT.NET.USER.ZS","JOR",2010,27.2,"17.8.1"
"IT.NET.USER.ZS","JOR",2011,34.9,"17.8.1"
"IT.NET.USER.ZS","JOR",2012,37,"17.8.1"
"IT.NET.USER.ZS","JOR",2013,41.4,"17.8.1"
"IT.NET.USER.ZS","JOR",2014,46.2,"17.8.1"
"IT.NET.USER.ZS","JOR",2015,54.22000122,"17.8.1"
"IT.NET.USER.ZS","JOR",2016,56.15000153,"17.8.1"
"IT.NET.USER.ZS","JOR",2017,64.5,"17.8.1"
"IT.NET.USER.ZS","JOR",2018,65.2,"17.8.1"
"IT.NET.USER.ZS","JOR",2019,70.08470154,"17.8.1"
"IT.NET.USER.ZS","JOR",2020,78.4178009,"17.8.1"
"IT.NET.USER.ZS","JOR",2021,85.999997,"17.8.1"
"IT.NET.USER.ZS","JOR",2022,90.4999984,"17.8.1"
"IT.NET.USER.ZS","JOR",2023,92.53443944,"17.8.1"
"IT.NET.USER.ZS","JOR",2024,95.62244985,"17.8.1"
"IT.NET.USER.ZS","JOR",2025,,"17.8.1"
"IT.NET.USER.ZS","JPN",2010,78.21,"17.8.1"
"IT.NET.USER.ZS","JPN",2011,79.0541135244739,"17.8.1"
"IT.NET.USER.ZS","JPN",2012,79.4964,"17.8.1"
"IT.NET.USER.ZS","JPN",2013,88.219428911,"17.8.1"
"IT.NET.USER.ZS","JPN",2014,89.1068330166075,"17.8.1"
"IT.NET.USER.ZS","JPN",2015,91.0580283929962,"17.8.1"
"IT.NET.USER.ZS","JPN",2016,93.1827212821617,"17.8.1"
"IT.NET.USER.ZS","JPN",2017,91.7265472366635,"17.8.1"
"IT.NET.USER.ZS","JPN",2018,88.7463508901772,"17.8.1"
"IT.NET.USER.ZS","JPN",2019,92.7303978145525,"17.8.1"
"IT.NET.USER.ZS","JPN",2020,90.21945812,"17.8.1"
"IT.NET.USER.ZS","JPN",2021,82.91407928,"17.8.1"
"IT.NET.USER.ZS","JPN",2022,84.92343147,"17.8.1"
"IT.NET.USER.ZS","JPN",2023,85.00990295,"17.8.1"
"IT.NET.USER.ZS","JPN",2024,85.54153081,"17.8.1"
"IT.NET.USER.ZS","JPN",2025,,"17.8.1"
"IT.NET.USER.ZS","KAZ",2010,31.6,"17.8.1"
"IT.NET.USER.ZS","KAZ",2011,50.6,"17.8.1"
"IT.NET.USER.ZS","KAZ",2012,61.9066274652008,"17.8.1"
"IT.NET.USER.ZS","KAZ",2013,63.30422443,"17.8.1"
"IT.NET.USER.ZS","KAZ",2014,66,"17.8.1"
"IT.NET.USER.ZS","KAZ",2015,70.82993359566,"17.8.1"
"IT.NET.USER.ZS","KAZ",2016,74.5877264735738,"17.8.1"
"IT.NET.USER.ZS","KAZ",2017,76.4267482325439,"17.8.1"
"IT.NET.USER.ZS","KAZ",2018,78.9039190578816,"17.8.1"
"IT.NET.USER.ZS","KAZ",2019,81.8776204746284,"17.8.1"
"IT.NET.USER.ZS","KAZ",2020,85.94259898,"17.8.1"
"IT.NET.USER.ZS","KAZ",2021,90.9239507,"17.8.1"
"IT.NET.USER.ZS","KAZ",2022,92.29685266,"17.8.1"
"IT.NET.USER.ZS","KAZ",2023,92.87846096,"17.8.1"
"IT.NET.USER.ZS","KAZ",2024,93.39167254,"17.8.1"
"IT.NET.USER.ZS","KAZ",2025,,"17.8.1"
"IT.NET.USER.ZS","KEN",2010,7.2,"17.8.1"
"IT.NET.USER.ZS","KEN",2011,8.800000191,"17.8.1"
"IT.NET.USER.ZS","KEN",2012,10.5,"17.8.1"
"IT.NET.USER.ZS","KEN",2013,13,"17.8.1"
"IT.NET.USER.ZS","KEN",2014,16.5,"17.8.1"
"IT.NET.USER.ZS","KEN",2015,16.5878548475992,"17.8.1"
"IT.NET.USER.ZS","KEN",2016,16.6,"17.8.1"
"IT.NET.USER.ZS","KEN",2017,17.82710075,"17.8.1"
"IT.NET.USER.ZS","KEN",2018,19.5,"17.8.1"
"IT.NET.USER.ZS","KEN",2019,22.6687733618171,"17.8.1"
"IT.NET.USER.ZS","KEN",2020,24.7227993,"17.8.1"
"IT.NET.USER.ZS","KEN",2021,26.96290016,"17.8.1"
"IT.NET.USER.ZS","KEN",2022,29.40589905,"17.8.1"
"IT.NET.USER.ZS","KEN",2023,32.07040024,"17.8.1"
"IT.NET.USER.ZS","KEN",2024,34.97622513,"17.8.1"
"IT.NET.USER.ZS","KEN",2025,,"17.8.1"
"IT.NET.USER.ZS","KGZ",2010,16.29999924,"17.8.1"
"IT.NET.USER.ZS","KGZ",2011,17.5,"17.8.1"
"IT.NET.USER.ZS","KGZ",2012,19.79999924,"17.8.1"
"IT.NET.USER.ZS","KGZ",2013,23,"17.8.1"
"IT.NET.USER.ZS","KGZ",2014,28.29999924,"17.8.1"
"IT.NET.USER.ZS","KGZ",2015,30.24699974,"17.8.1"
"IT.NET.USER.ZS","KGZ",2016,40.52619934,"17.8.1"
"IT.NET.USER.ZS","KGZ",2017,50.80530167,"17.8.1"
"IT.NET.USER.ZS","KGZ",2018,62.8,"17.8.1"
"IT.NET.USER.ZS","KGZ",2019,64.1,"17.8.1"
"IT.NET.USER.ZS","KGZ",2020,72,"17.8.1"
"IT.NET.USER.ZS","KGZ",2021,77.11769867,"17.8.1"
"IT.NET.USER.ZS","KGZ",2022,84.1937027,"17.8.1"
"IT.NET.USER.ZS","KGZ",2023,91.04440308,"17.8.1"
"IT.NET.USER.ZS","KGZ",2024,92.0286026,"17.8.1"
"IT.NET.USER.ZS","KGZ",2025,,"17.8.1"
"IT.NET.USER.ZS","KHM",2010,1.26,"17.8.1"
"IT.NET.USER.ZS","KHM",2011,3.099999905,"17.8.1"
"IT.NET.USER.ZS","KHM",2012,4.94,"17.8.1"
"IT.NET.USER.ZS","KHM",2013,6,"17.8.1"
"IT.NET.USER.ZS","KHM",2014,14,"17.8.1"
"IT.NET.USER.ZS","KHM",2015,6.43319107021405,"17.8.1"
"IT.NET.USER.ZS","KHM",2016,32.3984517141849,"17.8.1"
"IT.NET.USER.ZS","KHM",2017,32.9002785437986,"17.8.1"
"IT.NET.USER.ZS","KHM",2018,65,"17.8.1"
"IT.NET.USER.ZS","KHM",2019,52.305878224498,"17.8.1"
"IT.NET.USER.ZS","KHM",2020,56.37590027,"17.8.1"
"IT.NET.USER.ZS","KHM",2021,60.76269913,"17.8.1"
"IT.NET.USER.ZS","KHM",2022,65.49079895,"17.8.1"
"IT.NET.USER.ZS","KHM",2023,68.92549896,"17.8.1"
"IT.NET.USER.ZS","KHM",2024,68.47530365,"17.8.1"
"IT.NET.USER.ZS","KHM",2025,,"17.8.1"
"IT.NET.USER.ZS","KIR",2010,9.07,"17.8.1"
"IT.NET.USER.ZS","KIR",2011,10,"17.8.1"
"IT.NET.USER.ZS","KIR",2012,10.74680042,"17.8.1"
"IT.NET.USER.ZS","KIR",2013,11.5,"17.8.1"
"IT.NET.USER.ZS","KIR",2014,12.25,"17.8.1"
"IT.NET.USER.ZS","KIR",2015,14.89999962,"17.8.1"
"IT.NET.USER.ZS","KIR",2016,19.41939926,"17.8.1"
"IT.NET.USER.ZS","KIR",2017,25.30960083,"17.8.1"
"IT.NET.USER.ZS","KIR",2018,32.9864006,"17.8.1"
"IT.NET.USER.ZS","KIR",2019,41.79299927,"17.8.1"
"IT.NET.USER.ZS","KIR",2020,52.95090103,"17.8.1"
"IT.NET.USER.ZS","KIR",2021,67.08760071,"17.8.1"
"IT.NET.USER.ZS","KIR",2022,84.99849701,"17.8.1"
"IT.NET.USER.ZS","KIR",2023,88,"17.8.1"
"IT.NET.USER.ZS","KIR",2024,89.44029999,"17.8.1"
"IT.NET.USER.ZS","KIR",2025,,"17.8.1"
"IT.NET.USER.ZS","KNA",2010,63,"17.8.1"
"IT.NET.USER.ZS","KNA",2011,63.20000076,"17.8.1"
"IT.NET.USER.ZS","KNA",2012,64,"17.8.1"
"IT.NET.USER.ZS","KNA",2013,64.59999847,"17.8.1"
"IT.NET.USER.ZS","KNA",2014,65.38179779,"17.8.1"
"IT.NET.USER.ZS","KNA",2015,66.17310333,"17.8.1"
"IT.NET.USER.ZS","KNA",2016,66.97389984,"17.8.1"
"IT.NET.USER.ZS","KNA",2017,67.78440094,"17.8.1"
"IT.NET.USER.ZS","KNA",2018,68.60479736,"17.8.1"
"IT.NET.USER.ZS","KNA",2019,69.43499756,"17.8.1"
"IT.NET.USER.ZS","KNA",2020,70.27529907,"17.8.1"
"IT.NET.USER.ZS","KNA",2021,74.37159729,"17.8.1"
"IT.NET.USER.ZS","KNA",2022,75.76229858,"17.8.1"
"IT.NET.USER.ZS","KNA",2023,76.58950043,"17.8.1"
"IT.NET.USER.ZS","KNA",2024,76.88400269,"17.8.1"
"IT.NET.USER.ZS","KNA",2025,,"17.8.1"
"IT.NET.USER.ZS","KOR",2010,83.7,"17.8.1"
"IT.NET.USER.ZS","KOR",2011,83.7591201534472,"17.8.1"
"IT.NET.USER.ZS","KOR",2012,84.07,"17.8.1"
"IT.NET.USER.ZS","KOR",2013,84.77,"17.8.1"
"IT.NET.USER.ZS","KOR",2014,87.5568264944747,"17.8.1"
"IT.NET.USER.ZS","KOR",2015,89.8962557995106,"17.8.1"
"IT.NET.USER.ZS","KOR",2016,92.8430256796075,"17.8.1"
"IT.NET.USER.ZS","KOR",2017,95.0694218761004,"17.8.1"
"IT.NET.USER.ZS","KOR",2018,96.0228595797887,"17.8.1"
"IT.NET.USER.ZS","KOR",2019,96.157579184239,"17.8.1"
"IT.NET.USER.ZS","KOR",2020,96.50506052,"17.8.1"
"IT.NET.USER.ZS","KOR",2021,97.57132698,"17.8.1"
"IT.NET.USER.ZS","KOR",2022,97.16855335,"17.8.1"
"IT.NET.USER.ZS","KOR",2023,97.41597478,"17.8.1"
"IT.NET.USER.ZS","KOR",2024,97.89563777,"17.8.1"
"IT.NET.USER.ZS","KOR",2025,,"17.8.1"
"IT.NET.USER.ZS","KWT",2010,61.40000153,"17.8.1"
"IT.NET.USER.ZS","KWT",2011,65.7690706867398,"17.8.1"
"IT.NET.USER.ZS","KWT",2012,70.44999695,"17.8.1"
"IT.NET.USER.ZS","KWT",2013,75.45999908,"17.8.1"
"IT.NET.USER.ZS","KWT",2014,78.69999695,"17.8.1"
"IT.NET.USER.ZS","KWT",2015,82,"17.8.1"
"IT.NET.USER.ZS","KWT",2016,85.59999847,"17.8.1"
"IT.NET.USER.ZS","KWT",2017,97.9999893344615,"17.8.1"
"IT.NET.USER.ZS","KWT",2018,99.5988495907557,"17.8.1"
"IT.NET.USER.ZS","KWT",2019,99.5426764518489,"17.8.1"
"IT.NET.USER.ZS","KWT",2020,99.10587017,"17.8.1"
"IT.NET.USER.ZS","KWT",2021,99.7,"17.8.1"
"IT.NET.USER.ZS","KWT",2022,99.74729919,"17.8.1"
"IT.NET.USER.ZS","KWT",2023,99.74731125,"17.8.1"
