"variable","iso3c","year","value","indicator_sdg"
"wat_imp_qual_t","MCO",2010,100,"61.2.0"
"wat_imp_qual_t","MCO",2011,100,"61.2.0"
"wat_imp_qual_t","MCO",2012,100,"61.2.0"
"wat_imp_qual_t","MCO",2013,100,"61.2.0"
"wat_imp_qual_t","MCO",2014,100,"61.2.0"
"wat_imp_qual_t","MCO",2015,100,"61.2.0"
"wat_imp_qual_t","MCO",2016,100,"61.2.0"
"wat_imp_qual_t","MCO",2017,100,"61.2.0"
"wat_imp_qual_t","MCO",2018,100,"61.2.0"
"wat_imp_qual_t","MCO",2019,100,"61.2.0"
"wat_imp_qual_t","MCO",2020,100,"61.2.0"
"wat_imp_qual_t","MCO",2021,100,"61.2.0"
"wat_imp_qual_t","MCO",2022,100,"61.2.0"
"wat_imp_qual_t","MCO",2023,100,"61.2.0"
"wat_imp_qual_t","MCO",2024,100,"61.2.0"
"wat_imp_qual_t","MDA",2010,76.2481032648699,"61.2.0"
"wat_imp_qual_t","MDA",2011,76.4217362898754,"61.2.0"
"wat_imp_qual_t","MDA",2012,76.593867758324,"61.2.0"
"wat_imp_qual_t","MDA",2013,76.7644962554131,"61.2.0"
"wat_imp_qual_t","MDA",2014,76.9336155112735,"61.2.0"
"wat_imp_qual_t","MDA",2015,77.104168941764,"61.2.0"
"wat_imp_qual_t","MDA",2016,77.2760321963958,"61.2.0"
"wat_imp_qual_t","MDA",2017,77.4485990372704,"61.2.0"
"wat_imp_qual_t","MDA",2018,77.6216348676997,"61.2.0"
"wat_imp_qual_t","MDA",2019,77.794681278186,"61.2.0"
"wat_imp_qual_t","MDA",2020,77.9674907776725,"61.2.0"
"wat_imp_qual_t","MDA",2021,78.1397050454229,"61.2.0"
"wat_imp_qual_t","MDA",2022,78.310987250535,"61.2.0"
"wat_imp_qual_t","MDA",2023,78.4809054368077,"61.2.0"
"wat_imp_qual_t","MDA",2024,78.8493399453065,"61.2.0"
"wat_imp_qual_t","MDG",2010,21.4724596324883,"61.2.0"
"wat_imp_qual_t","MDG",2011,21.9662368124834,"61.2.0"
"wat_imp_qual_t","MDG",2012,22.4639322071266,"61.2.0"
"wat_imp_qual_t","MDG",2013,22.9651405010954,"61.2.0"
"wat_imp_qual_t","MDG",2014,23.4703073719629,"61.2.0"
"wat_imp_qual_t","MDG",2015,23.9785936587586,"61.2.0"
"wat_imp_qual_t","MDG",2016,24.4904437054715,"61.2.0"
"wat_imp_qual_t","MDG",2017,25.0054435907107,"61.2.0"
"wat_imp_qual_t","MDG",2018,25.5236025939173,"61.2.0"
"wat_imp_qual_t","MDG",2019,26.0440672648531,"61.2.0"
"wat_imp_qual_t","MDG",2020,26.5677128449207,"61.2.0"
"wat_imp_qual_t","MDG",2021,27.0932362740777,"61.2.0"
"wat_imp_qual_t","MDG",2022,27.6215221187092,"61.2.0"
"wat_imp_qual_t","MDG",2023,28.1512489430684,"61.2.0"
"wat_imp_qual_t","MDG",2024,28.6833046749216,"61.2.0"
"wat_imp_qual_t","MDV",2010,,"61.2.0"
"wat_imp_qual_t","MDV",2011,,"61.2.0"
"wat_imp_qual_t","MDV",2012,,"61.2.0"
"wat_imp_qual_t","MDV",2013,,"61.2.0"
"wat_imp_qual_t","MDV",2014,,"61.2.0"
"wat_imp_qual_t","MDV",2015,,"61.2.0"
"wat_imp_qual_t","MDV",2016,,"61.2.0"
"wat_imp_qual_t","MDV",2017,,"61.2.0"
"wat_imp_qual_t","MDV",2018,,"61.2.0"
"wat_imp_qual_t","MDV",2019,,"61.2.0"
"wat_imp_qual_t","MDV",2020,,"61.2.0"
"wat_imp_qual_t","MDV",2021,,"61.2.0"
"wat_imp_qual_t","MDV",2022,,"61.2.0"
"wat_imp_qual_t","MDV",2023,,"61.2.0"
"wat_imp_qual_t","MDV",2024,,"61.2.0"
"wat_imp_qual_t","MEX",2010,41.3894529576134,"61.2.0"
"wat_imp_qual_t","MEX",2011,41.5187146455795,"61.2.0"
"wat_imp_qual_t","MEX",2012,41.6465626229776,"61.2.0"
"wat_imp_qual_t","MEX",2013,41.7730851603868,"61.2.0"
"wat_imp_qual_t","MEX",2014,41.8982843760022,"61.2.0"
"wat_imp_qual_t","MEX",2015,42.0220908699648,"61.2.0"
"wat_imp_qual_t","MEX",2016,42.1445790425411,"61.2.0"
"wat_imp_qual_t","MEX",2017,42.2656968413867,"61.2.0"
"wat_imp_qual_t","MEX",2018,42.3854808216513,"61.2.0"
"wat_imp_qual_t","MEX",2019,42.5039354698943,"61.2.0"
"wat_imp_qual_t","MEX",2020,42.6210724907528,"61.2.0"
"wat_imp_qual_t","MEX",2021,42.7368771579366,"61.2.0"
"wat_imp_qual_t","MEX",2022,42.8511360617413,"61.2.0"
"wat_imp_qual_t","MEX",2023,42.9097194858437,"61.2.0"
"wat_imp_qual_t","MEX",2024,42.9666311513801,"61.2.0"
"wat_imp_qual_t","MHL",2010,,"61.2.0"
"wat_imp_qual_t","MHL",2011,,"61.2.0"
"wat_imp_qual_t","MHL",2012,,"61.2.0"
"wat_imp_qual_t","MHL",2013,,"61.2.0"
"wat_imp_qual_t","MHL",2014,,"61.2.0"
"wat_imp_qual_t","MHL",2015,,"61.2.0"
"wat_imp_qual_t","MHL",2016,,"61.2.0"
"wat_imp_qual_t","MHL",2017,,"61.2.0"
"wat_imp_qual_t","MHL",2018,,"61.2.0"
"wat_imp_qual_t","MHL",2019,,"61.2.0"
"wat_imp_qual_t","MHL",2020,,"61.2.0"
"wat_imp_qual_t","MHL",2021,,"61.2.0"
"wat_imp_qual_t","MHL",2022,,"61.2.0"
"wat_imp_qual_t","MHL",2023,,"61.2.0"
"wat_imp_qual_t","MHL",2024,,"61.2.0"
"wat_imp_qual_t","MKD",2010,92.0063466690993,"61.2.0"
"wat_imp_qual_t","MKD",2011,91.5431218600482,"61.2.0"
"wat_imp_qual_t","MKD",2012,91.0850499558831,"61.2.0"
"wat_imp_qual_t","MKD",2013,90.6330587081822,"61.2.0"
"wat_imp_qual_t","MKD",2014,90.1879187881071,"61.2.0"
"wat_imp_qual_t","MKD",2015,89.7499649794423,"61.2.0"
"wat_imp_qual_t","MKD",2016,89.3203590413133,"61.2.0"
"wat_imp_qual_t","MKD",2017,88.8996414319844,"61.2.0"
"wat_imp_qual_t","MKD",2018,88.4885594675896,"61.2.0"
"wat_imp_qual_t","MKD",2019,88.5681916639893,"61.2.0"
"wat_imp_qual_t","MKD",2020,88.6544636848757,"61.2.0"
"wat_imp_qual_t","MKD",2021,88.747571073969,"61.2.0"
"wat_imp_qual_t","MKD",2022,88.8469892084044,"61.2.0"
"wat_imp_qual_t","MKD",2023,88.9529208781455,"61.2.0"
"wat_imp_qual_t","MKD",2024,89.0447012088328,"61.2.0"
"wat_imp_qual_t","MLI",2010,,"61.2.0"
"wat_imp_qual_t","MLI",2011,,"61.2.0"
"wat_imp_qual_t","MLI",2012,,"61.2.0"
"wat_imp_qual_t","MLI",2013,,"61.2.0"
"wat_imp_qual_t","MLI",2014,,"61.2.0"
"wat_imp_qual_t","MLI",2015,,"61.2.0"
"wat_imp_qual_t","MLI",2016,,"61.2.0"
"wat_imp_qual_t","MLI",2017,,"61.2.0"
"wat_imp_qual_t","MLI",2018,,"61.2.0"
"wat_imp_qual_t","MLI",2019,,"61.2.0"
"wat_imp_qual_t","MLI",2020,,"61.2.0"
"wat_imp_qual_t","MLI",2021,,"61.2.0"
"wat_imp_qual_t","MLI",2022,,"61.2.0"
"wat_imp_qual_t","MLI",2023,,"61.2.0"
"wat_imp_qual_t","MLI",2024,,"61.2.0"
"wat_imp_qual_t","MLT",2010,99.9813815162564,"61.2.0"
"wat_imp_qual_t","MLT",2011,99.9703398497516,"61.2.0"
"wat_imp_qual_t","MLT",2012,99.9592942585388,"61.2.0"
"wat_imp_qual_t","MLT",2013,99.9482495236864,"61.2.0"
"wat_imp_qual_t","MLT",2014,99.9372033577367,"61.2.0"
"wat_imp_qual_t","MLT",2015,99.9261592845881,"61.2.0"
"wat_imp_qual_t","MLT",2016,99.9151160016792,"61.2.0"
"wat_imp_qual_t","MLT",2017,99.9040721272195,"61.2.0"
"wat_imp_qual_t","MLT",2018,99.893026031184,"61.2.0"
"wat_imp_qual_t","MLT",2019,99.8819870100897,"61.2.0"
"wat_imp_qual_t","MLT",2020,99.8709422773618,"61.2.0"
"wat_imp_qual_t","MLT",2021,99.8598941845663,"61.2.0"
"wat_imp_qual_t","MLT",2022,99.8488507222599,"61.2.0"
"wat_imp_qual_t","MLT",2023,99.8378093859472,"61.2.0"
"wat_imp_qual_t","MLT",2024,99.8267685287143,"61.2.0"
"wat_imp_qual_t","MMR",2010,52.0370567164054,"61.2.0"
"wat_imp_qual_t","MMR",2011,52.7113765439007,"61.2.0"
"wat_imp_qual_t","MMR",2012,53.384999706778,"61.2.0"
"wat_imp_qual_t","MMR",2013,54.0576838690853,"61.2.0"
"wat_imp_qual_t","MMR",2014,54.7298993977276,"61.2.0"
"wat_imp_qual_t","MMR",2015,55.4046017664203,"61.2.0"
"wat_imp_qual_t","MMR",2016,56.0819126792085,"61.2.0"
"wat_imp_qual_t","MMR",2017,56.7617145035358,"61.2.0"
"wat_imp_qual_t","MMR",2018,57.444111806204,"61.2.0"
"wat_imp_qual_t","MMR",2019,58.1287532211765,"61.2.0"
"wat_imp_qual_t","MMR",2020,58.8155290564683,"61.2.0"
"wat_imp_qual_t","MMR",2021,59.5047510339159,"61.2.0"
"wat_imp_qual_t","MMR",2022,59.5740394038691,"61.2.0"
"wat_imp_qual_t","MMR",2023,59.647182104066,"61.2.0"
"wat_imp_qual_t","MMR",2024,59.7239750772507,"61.2.0"
"wat_imp_qual_t","MNE",2010,88.904422737144,"61.2.0"
"wat_imp_qual_t","MNE",2011,89.5586165485087,"61.2.0"
"wat_imp_qual_t","MNE",2012,90.213128837866,"61.2.0"
"wat_imp_qual_t","MNE",2013,90.8679587153651,"61.2.0"
"wat_imp_qual_t","MNE",2014,91.5230811788207,"61.2.0"
"wat_imp_qual_t","MNE",2015,92.1784770108052,"61.2.0"
"wat_imp_qual_t","MNE",2016,92.8224260873155,"61.2.0"
"wat_imp_qual_t","MNE",2017,93.4439831092907,"61.2.0"
"wat_imp_qual_t","MNE",2018,94.0649845746785,"61.2.0"
"wat_imp_qual_t","MNE",2019,94.6854172646586,"61.2.0"
"wat_imp_qual_t","MNE",2020,94.7581177425604,"61.2.0"
"wat_imp_qual_t","MNE",2021,94.7597983889846,"61.2.0"
"wat_imp_qual_t","MNE",2022,94.7614832735073,"61.2.0"
"wat_imp_qual_t","MNE",2023,94.7631649652097,"61.2.0"
"wat_imp_qual_t","MNE",2024,94.7648481947019,"61.2.0"
"wat_imp_qual_t","MNG",2010,73.6925951908902,"61.2.0"
"wat_imp_qual_t","MNG",2011,74.4221298332703,"61.2.0"
"wat_imp_qual_t","MNG",2012,74.9853473852333,"61.2.0"
"wat_imp_qual_t","MNG",2013,75.5472226682,"61.2.0"
"wat_imp_qual_t","MNG",2014,76.1072948956579,"61.2.0"
"wat_imp_qual_t","MNG",2015,76.666486357409,"61.2.0"
"wat_imp_qual_t","MNG",2016,77.2243457937424,"61.2.0"
"wat_imp_qual_t","MNG",2017,77.7804203871548,"61.2.0"
"wat_imp_qual_t","MNG",2018,78.3419112298692,"61.2.0"
"wat_imp_qual_t","MNG",2019,78.9083423045843,"61.2.0"
"wat_imp_qual_t","MNG",2020,79.4792225988112,"61.2.0"
"wat_imp_qual_t","MNG",2021,80.0532935178556,"61.2.0"
"wat_imp_qual_t","MNG",2022,80.6312753739043,"61.2.0"
"wat_imp_qual_t","MNG",2023,81.2115429601971,"61.2.0"
"wat_imp_qual_t","MNG",2024,81.7940303714223,"61.2.0"
"wat_imp_qual_t","MNP",2010,92.0652298973967,"61.2.0"
"wat_imp_qual_t","MNP",2011,92.2422399174348,"61.2.0"
"wat_imp_qual_t","MNP",2012,92.4192499374729,"61.2.0"
"wat_imp_qual_t","MNP",2013,92.5962599575109,"61.2.0"
"wat_imp_qual_t","MNP",2014,92.773269977549,"61.2.0"
"wat_imp_qual_t","MNP",2015,92.9502799975871,"61.2.0"
"wat_imp_qual_t","MNP",2016,93.1272900176251,"61.2.0"
"wat_imp_qual_t","MNP",2017,93.9232249530737,"61.2.0"
"wat_imp_qual_t","MNP",2018,94.7215082457068,"61.2.0"
"wat_imp_qual_t","MNP",2019,95.4475534599926,"61.2.0"
"wat_imp_qual_t","MNP",2020,96.068341624539,"61.2.0"
"wat_imp_qual_t","MNP",2021,96.6891297890854,"61.2.0"
"wat_imp_qual_t","MNP",2022,97.3099179536321,"61.2.0"
"wat_imp_qual_t","MNP",2023,97.9307061181785,"61.2.0"
"wat_imp_qual_t","MNP",2024,98.5514942827249,"61.2.0"
"wat_imp_qual_t","MOZ",2010,23.5697046344724,"61.2.0"
"wat_imp_qual_t","MOZ",2011,24.5273122069808,"61.2.0"
"wat_imp_qual_t","MOZ",2012,25.4811200414295,"61.2.0"
"wat_imp_qual_t","MOZ",2013,26.4310703641188,"61.2.0"
"wat_imp_qual_t","MOZ",2014,27.3771081508042,"61.2.0"
"wat_imp_qual_t","MOZ",2015,28.3191787277322,"61.2.0"
"wat_imp_qual_t","MOZ",2016,29.2572229859374,"61.2.0"
"wat_imp_qual_t","MOZ",2017,30.1909715517297,"61.2.0"
"wat_imp_qual_t","MOZ",2018,31.1205929040642,"61.2.0"
"wat_imp_qual_t","MOZ",2019,32.0466391842748,"61.2.0"
"wat_imp_qual_t","MOZ",2020,32.9688149930548,"61.2.0"
"wat_imp_qual_t","MOZ",2021,33.8874241335312,"61.2.0"
"wat_imp_qual_t","MOZ",2022,34.8017810306003,"61.2.0"
"wat_imp_qual_t","MOZ",2023,35.7121923489047,"61.2.0"
"wat_imp_qual_t","MOZ",2024,36.6185530134621,"61.2.0"
"wat_imp_qual_t","MRT",2010,,"61.2.0"
"wat_imp_qual_t","MRT",2011,,"61.2.0"
"wat_imp_qual_t","MRT",2012,,"61.2.0"
"wat_imp_qual_t","MRT",2013,,"61.2.0"
"wat_imp_qual_t","MRT",2014,,"61.2.0"
"wat_imp_qual_t","MRT",2015,,"61.2.0"
"wat_imp_qual_t","MRT",2016,,"61.2.0"
"wat_imp_qual_t","MRT",2017,,"61.2.0"
"wat_imp_qual_t","MRT",2018,,"61.2.0"
"wat_imp_qual_t","MRT",2019,,"61.2.0"
"wat_imp_qual_t","MRT",2020,,"61.2.0"
"wat_imp_qual_t","MRT",2021,,"61.2.0"
"wat_imp_qual_t","MRT",2022,,"61.2.0"
"wat_imp_qual_t","MRT",2023,,"61.2.0"
"wat_imp_qual_t","MRT",2024,,"61.2.0"
"wat_imp_qual_t","MSR",2010,,"61.2.0"
"wat_imp_qual_t","MSR",2011,,"61.2.0"
"wat_imp_qual_t","MSR",2012,,"61.2.0"
"wat_imp_qual_t","MSR",2013,,"61.2.0"
"wat_imp_qual_t","MSR",2014,,"61.2.0"
"wat_imp_qual_t","MSR",2015,,"61.2.0"
"wat_imp_qual_t","MSR",2016,,"61.2.0"
"wat_imp_qual_t","MSR",2017,,"61.2.0"
"wat_imp_qual_t","MSR",2018,,"61.2.0"
"wat_imp_qual_t","MSR",2019,,"61.2.0"
"wat_imp_qual_t","MSR",2020,,"61.2.0"
"wat_imp_qual_t","MSR",2021,,"61.2.0"
"wat_imp_qual_t","MSR",2022,,"61.2.0"
"wat_imp_qual_t","MSR",2023,,"61.2.0"
"wat_imp_qual_t","MSR",2024,,"61.2.0"
"wat_imp_qual_t","MTQ",2010,99.1372667397633,"61.2.0"
"wat_imp_qual_t","MTQ",2011,99.1254813440356,"61.2.0"
"wat_imp_qual_t","MTQ",2012,99.1136959290282,"61.2.0"
"wat_imp_qual_t","MTQ",2013,99.1019104947411,"61.2.0"
"wat_imp_qual_t","MTQ",2014,99.0901250411743,"61.2.0"
"wat_imp_qual_t","MTQ",2015,99.0783395683278,"61.2.0"
"wat_imp_qual_t","MTQ",2016,99.0665540762016,"61.2.0"
"wat_imp_qual_t","MTQ",2017,99.0547685647956,"61.2.0"
"wat_imp_qual_t","MTQ",2018,99.04298303411,"61.2.0"
"wat_imp_qual_t","MTQ",2019,99.0311974841446,"61.2.0"
"wat_imp_qual_t","MTQ",2020,99.0194119148995,"61.2.0"
"wat_imp_qual_t","MTQ",2021,99.0076263263748,"61.2.0"
"wat_imp_qual_t","MTQ",2022,98.9958407185703,"61.2.0"
"wat_imp_qual_t","MTQ",2023,98.9840550914861,"61.2.0"
"wat_imp_qual_t","MTQ",2024,98.9840550914861,"61.2.0"
"wat_imp_qual_t","MUS",2010,,"61.2.0"
"wat_imp_qual_t","MUS",2011,,"61.2.0"
"wat_imp_qual_t","MUS",2012,,"61.2.0"
"wat_imp_qual_t","MUS",2013,,"61.2.0"
"wat_imp_qual_t","MUS",2014,,"61.2.0"
"wat_imp_qual_t","MUS",2015,,"61.2.0"
"wat_imp_qual_t","MUS",2016,,"61.2.0"
"wat_imp_qual_t","MUS",2017,,"61.2.0"
"wat_imp_qual_t","MUS",2018,,"61.2.0"
"wat_imp_qual_t","MUS",2019,,"61.2.0"
"wat_imp_qual_t","MUS",2020,,"61.2.0"
"wat_imp_qual_t","MUS",2021,,"61.2.0"
"wat_imp_qual_t","MUS",2022,,"61.2.0"
"wat_imp_qual_t","MUS",2023,,"61.2.0"
"wat_imp_qual_t","MUS",2024,,"61.2.0"
"wat_imp_qual_t","MWI",2010,35.800273450322,"61.2.0"
"wat_imp_qual_t","MWI",2011,36.271577154365,"61.2.0"
"wat_imp_qual_t","MWI",2012,36.7459361168247,"61.2.0"
"wat_imp_qual_t","MWI",2013,37.2238774636786,"61.2.0"
"wat_imp_qual_t","MWI",2014,37.7045497364311,"61.2.0"
"wat_imp_qual_t","MWI",2015,38.1887998268112,"61.2.0"
"wat_imp_qual_t","MWI",2016,38.6754527305281,"61.2.0"
"wat_imp_qual_t","MWI",2017,39.1653301133695,"61.2.0"
"wat_imp_qual_t","MWI",2018,39.6582397899576,"61.2.0"
"wat_imp_qual_t","MWI",2019,40.153676065804,"61.2.0"
"wat_imp_qual_t","MWI",2020,40.6520838754738,"61.2.0"
"wat_imp_qual_t","MWI",2021,41.1529582399267,"61.2.0"
"wat_imp_qual_t","MWI",2022,41.6567087999673,"61.2.0"
"wat_imp_qual_t","MWI",2023,42.1625255245303,"61.2.0"
"wat_imp_qual_t","MWI",2024,42.6711048889147,"61.2.0"
"wat_imp_qual_t","MYS",2010,97.1233590702865,"61.2.0"
"wat_imp_qual_t","MYS",2011,97.2257165899662,"61.2.0"
"wat_imp_qual_t","MYS",2012,97.3252329864369,"61.2.0"
"wat_imp_qual_t","MYS",2013,97.4228798378297,"61.2.0"
"wat_imp_qual_t","MYS",2014,97.5188179306192,"61.2.0"
"wat_imp_qual_t","MYS",2015,97.6129383067321,"61.2.0"
"wat_imp_qual_t","MYS",2016,97.7053667003527,"61.2.0"
"wat_imp_qual_t","MYS",2017,97.795700945894,"61.2.0"
"wat_imp_qual_t","MYS",2018,97.8840668254577,"61.2.0"
"wat_imp_qual_t","MYS",2019,97.9705265781699,"61.2.0"
"wat_imp_qual_t","MYS",2020,98.055140554404,"61.2.0"
"wat_imp_qual_t","MYS",2021,98.137993167522,"61.2.0"
"wat_imp_qual_t","MYS",2022,98.1967814659462,"61.2.0"
"wat_imp_qual_t","MYS",2023,98.2477585202555,"61.2.0"
"wat_imp_qual_t","MYS",2024,98.2971161980416,"61.2.0"
"wat_imp_qual_t","MYT",2010,97.1251533784176,"61.2.0"
"wat_imp_qual_t","MYT",2011,96.7936984970892,"61.2.0"
"wat_imp_qual_t","MYT",2012,96.4622584641285,"61.2.0"
"wat_imp_qual_t","MYT",2013,96.0840150384852,"61.2.0"
"wat_imp_qual_t","MYT",2014,95.641008675582,"61.2.0"
"wat_imp_qual_t","MYT",2015,95.1987905076982,"61.2.0"
"wat_imp_qual_t","MYT",2016,94.7573605348337,"61.2.0"
"wat_imp_qual_t","MYT",2017,94.3167187569885,"61.2.0"
"wat_imp_qual_t","MYT",2018,93.8768651741627,"61.2.0"
"wat_imp_qual_t","MYT",2019,93.4377997863563,"61.2.0"
"wat_imp_qual_t","MYT",2020,93.1122355149948,"61.2.0"
"wat_imp_qual_t","MYT",2021,92.7866712436333,"61.2.0"
"wat_imp_qual_t","MYT",2022,92.4611069722718,"61.2.0"
"wat_imp_qual_t","MYT",2023,92.4611069722718,"61.2.0"
"wat_imp_qual_t","NAM",2010,,"61.2.0"
"wat_imp_qual_t","NAM",2011,,"61.2.0"
"wat_imp_qual_t","NAM",2012,,"61.2.0"
"wat_imp_qual_t","NAM",2013,,"61.2.0"
"wat_imp_qual_t","NAM",2014,,"61.2.0"
"wat_imp_qual_t","NAM",2015,,"61.2.0"
"wat_imp_qual_t","NAM",2016,,"61.2.0"
"wat_imp_qual_t","NAM",2017,,"61.2.0"
"wat_imp_qual_t","NAM",2018,,"61.2.0"
"wat_imp_qual_t","NAM",2019,,"61.2.0"
"wat_imp_qual_t","NAM",2020,,"61.2.0"
"wat_imp_qual_t","NAM",2021,,"61.2.0"
"wat_imp_qual_t","NAM",2022,,"61.2.0"
"wat_imp_qual_t","NAM",2023,,"61.2.0"
"wat_imp_qual_t","NAM",2024,,"61.2.0"
"wat_imp_qual_t","NCL",2010,94.3673494398543,"61.2.0"
"wat_imp_qual_t","NCL",2011,94.5944345284867,"61.2.0"
"wat_imp_qual_t","NCL",2012,94.8215196171191,"61.2.0"
"wat_imp_qual_t","NCL",2013,95.0486047057515,"61.2.0"
"wat_imp_qual_t","NCL",2014,95.2756897943839,"61.2.0"
"wat_imp_qual_t","NCL",2015,95.5027748830163,"61.2.0"
"wat_imp_qual_t","NCL",2016,95.7298599716487,"61.2.0"
"wat_imp_qual_t","NCL",2017,95.9569450602811,"61.2.0"
"wat_imp_qual_t","NCL",2018,96.1840301489134,"61.2.0"
"wat_imp_qual_t","NCL",2019,96.4111152375459,"61.2.0"
"wat_imp_qual_t","NCL",2020,96.6382003261782,"61.2.0"
"wat_imp_qual_t","NCL",2021,96.8652854148107,"61.2.0"
"wat_imp_qual_t","NCL",2022,96.8652854148107,"61.2.0"
"wat_imp_qual_t","NCL",2023,96.8652854148107,"61.2.0"
"wat_imp_qual_t","NCL",2024,96.8652854148107,"61.2.0"
"wat_imp_qual_t","NER",2010,,"61.2.0"
"wat_imp_qual_t","NER",2011,,"61.2.0"
"wat_imp_qual_t","NER",2012,,"61.2.0"
"wat_imp_qual_t","NER",2013,,"61.2.0"
"wat_imp_qual_t","NER",2014,,"61.2.0"
"wat_imp_qual_t","NER",2015,,"61.2.0"
"wat_imp_qual_t","NER",2016,,"61.2.0"
"wat_imp_qual_t","NER",2017,,"61.2.0"
"wat_imp_qual_t","NER",2018,,"61.2.0"
"wat_imp_qual_t","NER",2019,,"61.2.0"
"wat_imp_qual_t","NER",2020,,"61.2.0"
"wat_imp_qual_t","NER",2021,,"61.2.0"
"wat_imp_qual_t","NER",2022,,"61.2.0"
"wat_imp_qual_t","NER",2023,,"61.2.0"
"wat_imp_qual_t","NER",2024,,"61.2.0"
"wat_imp_qual_t","NGA",2010,24.3062612464039,"61.2.0"
"wat_imp_qual_t","NGA",2011,24.8215052971035,"61.2.0"
"wat_imp_qual_t","NGA",2012,25.3314408148532,"61.2.0"
"wat_imp_qual_t","NGA",2013,25.8358353725466,"61.2.0"
"wat_imp_qual_t","NGA",2014,26.3347475626753,"61.2.0"
"wat_imp_qual_t","NGA",2015,26.8282389937958,"61.2.0"
"wat_imp_qual_t","NGA",2016,27.3159754005847,"61.2.0"
"wat_imp_qual_t","NGA",2017,27.7982952637999,"61.2.0"
"wat_imp_qual_t","NGA",2018,28.2750164856754,"61.2.0"
"wat_imp_qual_t","NGA",2019,28.7460935477203,"61.2.0"
"wat_imp_qual_t","NGA",2020,29.2116219782876,"61.2.0"
"wat_imp_qual_t","NGA",2021,29.6715680255889,"61.2.0"
"wat_imp_qual_t","NGA",2022,30.1260332271083,"61.2.0"
"wat_imp_qual_t","NGA",2023,30.5751136472298,"61.2.0"
"wat_imp_qual_t","NGA",2024,31.0186851662167,"61.2.0"
"wat_imp_qual_t","NIC",2010,,"61.2.0"
"wat_imp_qual_t","NIC",2011,,"61.2.0"
"wat_imp_qual_t","NIC",2012,,"61.2.0"
"wat_imp_qual_t","NIC",2013,,"61.2.0"
"wat_imp_qual_t","NIC",2014,,"61.2.0"
"wat_imp_qual_t","NIC",2015,,"61.2.0"
"wat_imp_qual_t","NIC",2016,,"61.2.0"
"wat_imp_qual_t","NIC",2017,,"61.2.0"
"wat_imp_qual_t","NIC",2018,,"61.2.0"
"wat_imp_qual_t","NIC",2019,,"61.2.0"
"wat_imp_qual_t","NIC",2020,,"61.2.0"
"wat_imp_qual_t","NIC",2021,,"61.2.0"
"wat_imp_qual_t","NIC",2022,,"61.2.0"
"wat_imp_qual_t","NIC",2023,,"61.2.0"
"wat_imp_qual_t","NIC",2024,,"61.2.0"
"wat_imp_qual_t","NIU",2010,97.9943518572201,"61.2.0"
"wat_imp_qual_t","NIU",2011,97.9327657158125,"61.2.0"
"wat_imp_qual_t","NIU",2012,97.8711795744049,"61.2.0"
"wat_imp_qual_t","NIU",2013,97.8095934329973,"61.2.0"
"wat_imp_qual_t","NIU",2014,97.7480072915897,"61.2.0"
"wat_imp_qual_t","NIU",2015,97.686421150182,"61.2.0"
"wat_imp_qual_t","NIU",2016,97.6248350087744,"61.2.0"
"wat_imp_qual_t","NIU",2017,97.5632488673668,"61.2.0"
"wat_imp_qual_t","NIU",2018,97.5016627259592,"61.2.0"
"wat_imp_qual_t","NIU",2019,97.4400765845516,"61.2.0"
"wat_imp_qual_t","NIU",2020,97.378490443144,"61.2.0"
"wat_imp_qual_t","NIU",2021,97.3169043017363,"61.2.0"
"wat_imp_qual_t","NIU",2022,97.2553181603287,"61.2.0"
"wat_imp_qual_t","NIU",2023,97.1937320189211,"61.2.0"
"wat_imp_qual_t","NIU",2024,97.1321458775135,"61.2.0"
"wat_imp_qual_t","NLD",2010,99.9815775711198,"61.2.0"
"wat_imp_qual_t","NLD",2011,99.980003278869,"61.2.0"
"wat_imp_qual_t","NLD",2012,99.9784257359746,"61.2.0"
"wat_imp_qual_t","NLD",2013,99.9768499665449,"61.2.0"
"wat_imp_qual_t","NLD",2014,99.9752740874202,"61.2.0"
"wat_imp_qual_t","NLD",2015,99.9736931671475,"61.2.0"
"wat_imp_qual_t","NLD",2016,99.9721180588319,"61.2.0"
"wat_imp_qual_t","NLD",2017,99.9705414785254,"61.2.0"
"wat_imp_qual_t","NLD",2018,99.9689678846612,"61.2.0"
"wat_imp_qual_t","NLD",2019,99.9673880835366,"61.2.0"
"wat_imp_qual_t","NLD",2020,99.9658114868951,"61.2.0"
"wat_imp_qual_t","NLD",2021,99.9642349395246,"61.2.0"
"wat_imp_qual_t","NLD",2022,99.9626620702136,"61.2.0"
"wat_imp_qual_t","NLD",2023,99.9610869442031,"61.2.0"
"wat_imp_qual_t","NLD",2024,99.9595063956065,"61.2.0"
"wat_imp_qual_t","NOR",2010,99.4541863638886,"61.2.0"
"wat_imp_qual_t","NOR",2011,99.4262054232135,"61.2.0"
"wat_imp_qual_t","NOR",2012,99.3982297830925,"61.2.0"
"wat_imp_qual_t","NOR",2013,99.3702485826898,"61.2.0"
"wat_imp_qual_t","NOR",2014,99.342271774705,"61.2.0"
"wat_imp_qual_t","NOR",2015,99.3142887046918,"61.2.0"
"wat_imp_qual_t","NOR",2016,99.2863103104662,"61.2.0"
"wat_imp_qual_t","NOR",2017,99.2583363937851,"61.2.0"
"wat_imp_qual_t","NOR",2018,99.2303563563969,"61.2.0"
"wat_imp_qual_t","NOR",2019,99.202372083338,"61.2.0"
