"","iso3c","year","SN.ITK.SVFI.ZS"
"3950","SVN",2022,0.9
"3951","SVN",2023,0.9
"3952","SVN",2024,1.1
"3953","SLB",1999,13
"3954","SLB",2000,13.1
"3955","SLB",2001,14.4
"3956","SLB",2002,14.4
"3957","SLB",2003,14.4
"3958","SLB",2004,12.7
"3959","SLB",2005,12.1
"3960","SLB",2006,12.6
"3961","SLB",2007,12.8
"3962","SLB",2008,12.6
"3963","SLB",2009,11.9
"3964","SLB",2010,12.4
"3965","SLB",2011,13.3
"3966","SLB",2012,13.8
"3967","SLB",2013,14
"3968","SLB",2014,13.7
"3969","SLB",2015,13.5
"3970","SLB",2016,13.5
"3971","SLB",2017,13.5
"3972","SLB",2018,13.8
"3973","SLB",2019,13.6
"3974","SLB",2020,13.7
"3975","SLB",2021,13.7
"3976","SLB",2022,13.7
"3977","SLB",2023,13.7
"3978","SLB",2024,13.7
"3979","SOM",1999,64.1
"3980","SOM",2000,65.3
"3981","SOM",2001,65.1
"3982","SOM",2002,64
"3983","SOM",2003,59.8
"3984","SOM",2004,55.7
"3985","SOM",2005,54.8
"3986","SOM",2006,51.9
"3987","SOM",2007,51
"3988","SOM",2008,50.1
"3989","SOM",2009,47.7
"3990","SOM",2010,38.7
"3991","SOM",2011,39.7
"3992","SOM",2012,29.2
"3993","SOM",2013,22.4
"3994","SOM",2014,11.7
"3995","SOM",2015,16.9
"3996","SOM",2016,42
"3997","SOM",2017,53.5
"3998","SOM",2018,65.9
"3999","SOM",2019,46.4
"4000","SOM",2020,42.9
"4001","SOM",2021,53.5
"4002","SOM",2022,78.2
"4003","SOM",2023,78.1
"4004","SOM",2024,80
"4005","ZAF",1999,17.1
"4006","ZAF",2000,17
"4007","ZAF",2001,17
"4008","ZAF",2002,16
"4009","ZAF",2003,14.8
"4010","ZAF",2004,14.9
"4011","ZAF",2005,14
"4012","ZAF",2006,11.6
"4013","ZAF",2007,10.4
"4014","ZAF",2008,9.1
"4015","ZAF",2009,7.6
"4016","ZAF",2010,6.9
"4017","ZAF",2011,6
"4018","ZAF",2012,5.3
"4019","ZAF",2013,5.4
"4020","ZAF",2014,5.1
"4021","ZAF",2015,5.3
"4022","ZAF",2016,5.6
"4023","ZAF",2017,6.1
"4024","ZAF",2018,6.9
"4025","ZAF",2019,7.5
"4026","ZAF",2020,8
"4027","ZAF",2021,8.4
"4028","ZAF",2022,8.4
"4029","ZAF",2023,8.5
"4030","ZAF",2024,10.8
"4031","SSD",1999,22.3
"4032","SSD",2000,21.7
"4033","SSD",2001,22.3
"4034","SSD",2002,23.3
"4035","SSD",2003,23.8
"4036","SSD",2004,23.5
"4037","SSD",2005,22.6
"4038","SSD",2006,23
"4039","SSD",2007,22.3
"4040","SSD",2008,22.2
"4041","SSD",2009,22.2
"4042","SSD",2010,23.6
"4043","SSD",2011,23.2
"4044","SSD",2012,25.5
"4045","SSD",2013,28.1
"4046","SSD",2014,26.1
"4047","SSD",2015,30.6
"4048","SSD",2016,45.4
"4049","SSD",2017,65.4
"4050","SSD",2018,63.7
"4051","SSD",2019,63
"4052","SSD",2020,62.3
"4053","SSD",2021,63.2
"4054","SSD",2022,63.2
"4055","SSD",2023,63.1
"4056","SSD",2024,64.7
"4057","ESP",1999,2.3
"4058","ESP",2000,1.6
"4059","ESP",2001,1.6
"4060","ESP",2002,1.6
"4061","ESP",2003,1.1
"4062","ESP",2004,1
"4063","ESP",2005,0.9
"4064","ESP",2006,0.8
"4065","ESP",2007,0.9
"4066","ESP",2008,0.8
"4067","ESP",2009,0.9
"4068","ESP",2010,0.9
"4069","ESP",2011,0.8
"4070","ESP",2012,0.7
"4071","ESP",2013,0.8
"4072","ESP",2014,0.8
"4073","ESP",2015,1.1
"4074","ESP",2016,1.3
"4075","ESP",2017,1.4
"4076","ESP",2018,1.7
"4077","ESP",2019,1.8
"4078","ESP",2020,2
"4079","ESP",2021,1.8
"4080","ESP",2022,1.5
"4081","ESP",2023,1.4
"4082","ESP",2024,1.4
"4083","LKA",1999,10
"4084","LKA",2000,10.2
"4085","LKA",2001,9.6
"4086","LKA",2002,8.9
"4087","LKA",2003,9.1
"4088","LKA",2004,10.1
"4089","LKA",2005,9.6
"4090","LKA",2006,10.2
"4091","LKA",2007,9.7
"4092","LKA",2008,9.1
"4093","LKA",2009,9.1
"4094","LKA",2010,8.1
"4095","LKA",2011,6.1
"4096","LKA",2012,4.9
"4097","LKA",2013,2.3
"4098","LKA",2014,1.4
"4099","LKA",2015,0.7
"4100","LKA",2016,0.6
"4101","LKA",2017,0.6
"4102","LKA",2018,0.7
"4103","LKA",2019,0.9
"4104","LKA",2020,1.1
"4105","LKA",2021,1.2
"4106","LKA",2022,1.2
"4107","LKA",2023,1.1
"4108","LKA",2024,1.1
"4109","KNA",1999,12.1
"4110","KNA",2000,11.7
"4111","KNA",2001,11.6
"4112","KNA",2002,11.8
"4113","KNA",2003,11.8
"4114","KNA",2004,11.5
"4115","KNA",2005,11.2
"4116","KNA",2006,11.3
"4117","KNA",2007,10.8
"4118","KNA",2008,11.1
"4119","KNA",2009,9.8
"4120","KNA",2010,9.8
"4121","KNA",2011,9.5
"4122","KNA",2012,9.3
"4123","KNA",2013,9.6
"4124","KNA",2014,9
"4125","KNA",2015,8.8
"4126","KNA",2016,8.5
"4127","KNA",2017,8.3
"4128","KNA",2018,8.1
"4129","KNA",2019,8.1
"4130","KNA",2020,8.1
"4131","KNA",2021,8.5
"4132","KNA",2022,8.1
"4133","KNA",2023,7.9
"4134","KNA",2024,7.9
"4135","LCA",1999,6.2
"4136","LCA",2000,6.1
"4137","LCA",2001,5.9
"4138","LCA",2002,6.2
"4139","LCA",2003,6.1
"4140","LCA",2004,6
"4141","LCA",2005,6.1
"4142","LCA",2006,5.9
"4143","LCA",2007,5.3
"4144","LCA",2008,5.4
"4145","LCA",2009,5.1
"4146","LCA",2010,5
"4147","LCA",2011,4.9
"4148","LCA",2012,4.8
"4149","LCA",2013,4.8
"4150","LCA",2014,4.6
"4151","LCA",2015,4.5
"4152","LCA",2016,4.5
"4153","LCA",2017,4.5
"4154","LCA",2018,4.3
"4155","LCA",2019,4.3
"4156","LCA",2020,4.7
"4157","LCA",2021,4.5
"4158","LCA",2022,4.2
"4159","LCA",2023,4.4
"4160","LCA",2024,4.2
"4161","VCT",1999,11.6
"4162","VCT",2000,11.5
"4163","VCT",2001,11.7
"4164","VCT",2002,11.6
"4165","VCT",2003,11.2
"4166","VCT",2004,11
"4167","VCT",2005,11
"4168","VCT",2006,10.9
"4169","VCT",2007,10.6
"4170","VCT",2008,10.5
"4171","VCT",2009,10.7
"4172","VCT",2010,10.8
"4173","VCT",2011,10.5
"4174","VCT",2012,10.5
"4175","VCT",2013,10.6
"4176","VCT",2014,10.4
"4177","VCT",2015,10.3
"4178","VCT",2016,10.3
"4179","VCT",2017,10.3
"4180","VCT",2018,10.3
"4181","VCT",2019,10.3
"4182","VCT",2020,10.4
"4183","VCT",2021,10.4
"4184","VCT",2022,9.9
"4185","VCT",2023,10.1
"4186","VCT",2024,9.7
"4187","SDN",1999,12.4
"4188","SDN",2000,11.7
"4189","SDN",2001,12.1
"4190","SDN",2002,12.3
"4191","SDN",2003,12.5
"4192","SDN",2004,12.7
"4193","SDN",2005,13.1
"4194","SDN",2006,13.5
"4195","SDN",2007,13.7
"4196","SDN",2008,13.5
"4197","SDN",2009,10.9
"4198","SDN",2010,10.7
"4199","SDN",2011,9.8
"4200","SDN",2012,9.5
"4201","SDN",2013,8.9
"4202","SDN",2014,9.3
"4203","SDN",2015,9.1
"4204","SDN",2016,9.1
"4205","SDN",2017,8.9
"4206","SDN",2018,8
"4207","SDN",2019,7.5
"4208","SDN",2020,8.2
"4209","SDN",2021,9.3
"4210","SDN",2022,10.1
"4211","SDN",2023,10.4
"4212","SDN",2024,11.7
"4213","SUR",1999,8.9
"4214","SUR",2000,8.6
"4215","SUR",2001,9
"4216","SUR",2002,9.3
"4217","SUR",2003,8.8
"4218","SUR",2004,8.6
"4219","SUR",2005,8.4
"4220","SUR",2006,8.3
"4221","SUR",2007,8.1
"4222","SUR",2008,7.8
"4223","SUR",2009,7.6
"4224","SUR",2010,7.5
"4225","SUR",2011,7.5
"4226","SUR",2012,7.1
"4227","SUR",2013,7.1
"4228","SUR",2014,7.1
"4229","SUR",2015,7.1
"4230","SUR",2016,7.4
"4231","SUR",2017,7.3
"4232","SUR",2018,6.9
"4233","SUR",2019,6.8
"4234","SUR",2020,7.2
"4235","SUR",2021,7.2
"4236","SUR",2022,7.2
"4237","SUR",2023,7.1
"4238","SUR",2024,7.2
"4239","SWE",1999,0.6
"4240","SWE",2000,0.3
"4241","SWE",2001,0.3
"4242","SWE",2002,0.5
"4243","SWE",2003,1
"4244","SWE",2004,0.3
"4245","SWE",2005,0.2
"4246","SWE",2006,0.3
"4247","SWE",2007,0.3
"4248","SWE",2008,0.6
"4249","SWE",2009,0.8
"4250","SWE",2010,0.8
"4251","SWE",2011,0.7
"4252","SWE",2012,0.6
"4253","SWE",2013,0.7
"4254","SWE",2014,0.7
"4255","SWE",2015,0.8
"4256","SWE",2016,1
"4257","SWE",2017,1
"4258","SWE",2018,1.2
"4259","SWE",2019,1.2
"4260","SWE",2020,1.3
"4261","SWE",2021,1.4
"4262","SWE",2022,1.8
"4263","SWE",2023,2.5
"4264","SWE",2024,2.5
"4265","CHE",1999,1.4
"4266","CHE",2000,2.7
"4267","CHE",2001,2.7
"4268","CHE",2002,1.9
"4269","CHE",2003,1.8
"4270","CHE",2004,1.7
"4271","CHE",2005,2.4
"4272","CHE",2006,2.7
"4273","CHE",2007,2.5
"4274","CHE",2008,2.5
"4275","CHE",2009,1.9
"4276","CHE",2010,2.1
"4277","CHE",2011,2.1
"4278","CHE",2012,1.7
"4279","CHE",2013,1.8
"4280","CHE",2014,1.7
"4281","CHE",2015,1.5
"4282","CHE",2016,1.3
"4283","CHE",2017,0.8
"4284","CHE",2018,0.7
"4285","CHE",2019,0.5
"4286","CHE",2020,0.5
"4287","CHE",2021,0.6
"4288","CHE",2022,1.1
"4289","CHE",2023,1.1
"4290","CHE",2024,0.9
"4291","SYR",1999,9.6
"4292","SYR",2000,8.8
"4293","SYR",2001,9.4
"4294","SYR",2002,9.3
"4295","SYR",2003,9.1
"4296","SYR",2004,9.1
"4297","SYR",2005,8.8
"4298","SYR",2006,8.4
"4299","SYR",2007,8.3
"4300","SYR",2008,8.4
"4301","SYR",2009,8.8
"4302","SYR",2010,7.8
"4303","SYR",2011,14.5
"4304","SYR",2012,25.5
"4305","SYR",2013,32.7
"4306","SYR",2014,33.9
"4307","SYR",2015,40.7
"4308","SYR",2016,43.4
"4309","SYR",2017,45
"4310","SYR",2018,39.2
"4311","SYR",2019,39.8
"4312","SYR",2020,40.3
"4313","SYR",2021,41
"4314","SYR",2022,40.9
"4315","SYR",2023,39.5
"4316","SYR",2024,40.9
"4317","TJK",1999,18.4
"4318","TJK",2000,17.8
"4319","TJK",2001,16.9
"4320","TJK",2002,15.8
"4321","TJK",2003,16.5
"4322","TJK",2004,12.6
"4323","TJK",2005,12.2
"4324","TJK",2006,11
"4325","TJK",2007,11.1
"4326","TJK",2008,10.7
"4327","TJK",2009,10.8
"4328","TJK",2010,9.3
"4329","TJK",2011,8
"4330","TJK",2012,6.6
"4331","TJK",2013,5.8
"4332","TJK",2014,4.9
"4333","TJK",2015,4.9
"4334","TJK",2016,7.1
"4335","TJK",2017,8.6
"4336","TJK",2018,7.1
"4337","TJK",2019,7.1
"4338","TJK",2020,7.6
"4339","TJK",2021,8.3
"4340","TJK",2022,6.7
"4341","TJK",2023,5.6
"4342","TJK",2024,7
"4343","TZA",1999,15.7
"4344","TZA",2000,14.8
"4345","TZA",2001,14.1
"4346","TZA",2002,13.9
"4347","TZA",2003,13.8
"4348","TZA",2004,14.3
"4349","TZA",2005,14
"4350","TZA",2006,14.1
"4351","TZA",2007,14.1
"4352","TZA",2008,13.8
"4353","TZA",2009,13.9
"4354","TZA",2010,13.6
"4355","TZA",2011,13.9
"4356","TZA",2012,14.5
"4357","TZA",2013,15
"4358","TZA",2014,16.8
"4359","TZA",2015,20.6
"4360","TZA",2016,24.8
"4361","TZA",2017,25.6
"4362","TZA",2018,24.9
"4363","TZA",2019,24.4
"4364","TZA",2020,25.8
"4365","TZA",2021,26.3
"4366","TZA",2022,25.4
"4367","TZA",2023,24.4
"4368","TZA",2024,24.3
"4369","THA",1999,10.6
"4370","THA",2000,10.2
"4371","THA",2001,8.8
"4372","THA",2002,8.2
"4373","THA",2003,8.4
"4374","THA",2004,8
"4375","THA",2005,7.7
"4376","THA",2006,7.3
"4377","THA",2007,6.9
"4378","THA",2008,5.8
"4379","THA",2009,5.1
"4380","THA",2010,4.6
"4381","THA",2011,3.3
"4382","THA",2012,2.7
"4383","THA",2013,0.9
"4384","THA",2014,0.7
"4385","THA",2015,0.6
"4386","THA",2016,0.5
"4387","THA",2017,0.8
"4388","THA",2018,0.7
"4389","THA",2019,0.8
"4390","THA",2020,1.1
"4391","THA",2021,1.3
"4392","THA",2022,1.1
"4393","THA",2023,0.8
"4394","THA",2024,0.9
"4395","TLS",1999,11.1
"4396","TLS",2000,16.8
"4397","TLS",2001,14.8
"4398","TLS",2002,11.8
"4399","TLS",2003,14.7
"4400","TLS",2004,15.1
"4401","TLS",2005,13.3
"4402","TLS",2006,14.9
"4403","TLS",2007,13.6
"4404","TLS",2008,13.6
"4405","TLS",2009,13.1
"4406","TLS",2010,13.3
"4407","TLS",2011,12.9
"4408","TLS",2012,13.4
"4409","TLS",2013,12.7
"4410","TLS",2014,12.5
"4411","TLS",2015,10.6
"4412","TLS",2016,9.8
"4413","TLS",2017,9.7
"4414","TLS",2018,9.9
"4415","TLS",2019,8.9
"4416","TLS",2020,8.9
"4417","TLS",2021,8.9
"4418","TLS",2022,9.2
"4419","TLS",2023,14.4
"4420","TLS",2024,15.5
"4421","TGO",1999,18.4
"4422","TGO",2000,19.3
"4423","TGO",2001,17.3
"4424","TGO",2002,17.1
"4425","TGO",2003,17.4
"4426","TGO",2004,17.1
"4427","TGO",2005,17.6
"4428","TGO",2006,21.6
"4429","TGO",2007,21.2
"4430","TGO",2008,18
"4431","TGO",2009,17.4
"4432","TGO",2010,16.8
"4433","TGO",2011,16.5
"4434","TGO",2012,16.5
"4435","TGO",2013,16.3
"4436","TGO",2014,16.2
"4437","TGO",2015,16.1
"4438","TGO",2016,16.3
"4439","TGO",2017,15.8
"4440","TGO",2018,15.4
"4441","TGO",2019,14
"4442","TGO",2020,13.5
"4443","TGO",2021,12.8
"4444","TGO",2022,10.9
"4445","TGO",2023,9.9
"4446","TGO",2024,9.8
"4447","TON",1999,10.1
"4448","TON",2000,10.4
"4449","TON",2001,9.8
"4450","TON",2002,10
"4451","TON",2003,9.8
"4452","TON",2004,9.8
"4453","TON",2005,9.7
"4454","TON",2006,9
"4455","TON",2007,9
"4456","TON",2008,6.2
"4457","TON",2009,6.3
"4458","TON",2010,6.5
"4459","TON",2011,6.4
"4460","TON",2012,8.2
"4461","TON",2013,8.5
"4462","TON",2014,11.2
"4463","TON",2015,11.2
"4464","TON",2016,9.6
"4465","TON",2017,8.8
"4466","TON",2018,7.5
"4467","TON",2019,6
"4468","TON",2020,4.9
"4469","TON",2021,3.7
"4470","TON",2022,2.6
"4471","TON",2023,2
"4472","TON",2024,2.5
"4473","TTO",1999,11.6
"4474","TTO",2000,12
"4475","TTO",2001,12
"4476","TTO",2002,12.2
"4477","TTO",2003,12.3
"4478","TTO",2004,12.5
"4479","TTO",2005,11.7
"4480","TTO",2006,11.8
"4481","TTO",2007,11.5
"4482","TTO",2008,11
"4483","TTO",2009,10.9
"4484","TTO",2010,10.6
"4485","TTO",2011,10.6
"4486","TTO",2012,10.5
"4487","TTO",2013,10.5
"4488","TTO",2014,10.3
"4489","TTO",2015,9.8
"4490","TTO",2016,9.7
"4491","TTO",2017,9.3
"4492","TTO",2018,9.3
"4493","TTO",2019,8.8
"4494","TTO",2020,7.4
"4495","TTO",2021,7.4
"4496","TTO",2022,6.9
"4497","TTO",2023,6.9
"4498","TTO",2024,6.9
"4499","TUN",1999,12.1
"4500","TUN",2000,11.9
"4501","TUN",2001,11.8
"4502","TUN",2002,11.5
"4503","TUN",2003,11.5
"4504","TUN",2004,11.5
"4505","TUN",2005,11.2
"4506","TUN",2006,11.1
"4507","TUN",2007,10.9
"4508","TUN",2008,10.7
"4509","TUN",2009,10.6
"4510","TUN",2010,10.4
"4511","TUN",2011,9.8
"4512","TUN",2012,9.5
"4513","TUN",2013,9.3
"4514","TUN",2014,9
"4515","TUN",2015,9.1
"4516","TUN",2016,9.3
"4517","TUN",2017,9.1
"4518","TUN",2018,9.7
"4519","TUN",2019,10.7
"4520","TUN",2020,12.6
"4521","TUN",2021,12.6
"4522","TUN",2022,11.3
"4523","TUN",2023,9.6
"4524","TUN",2024,9.5
"4525","TUR",1999,10.3
"4526","TUR",2000,10.2
"4527","TUR",2001,11.7
"4528","TUR",2002,11.1
"4529","TUR",2003,12.2
"4530","TUR",2004,10.5
"4531","TUR",2005,10.8
"4532","TUR",2006,10.4
"4533","TUR",2007,11.1
"4534","TUR",2008,11
"4535","TUR",2009,11
"4536","TUR",2010,10.6
"4537","TUR",2011,10.4
"4538","TUR",2012,10.2
"4539","TUR",2013,9.8
"4540","TUR",2014,9.3
"4541","TUR",2015,9
"4542","TUR",2016,8.8
"4543","TUR",2017,8.2
"4544","TUR",2018,7.9
"4545","TUR",2019,8
"4546","TUR",2020,7.9
"4547","TUR",2021,6.8
"4548","TUR",2022,8
"4549","TUR",2023,8.1
"4550","TUR",2024,7.3
"4551","TKM",1999,13.4
"4552","TKM",2000,14.2
"4553","TKM",2001,13.7
"4554","TKM",2002,13.8
"4555","TKM",2003,13.6
"4556","TKM",2004,13.5
"4557","TKM",2005,13.1
"4558","TKM",2006,13.2
"4559","TKM",2007,12.8
"4560","TKM",2008,13.1
"4561","TKM",2009,13.2
"4562","TKM",2010,12.8
"4563","TKM",2011,12.9
"4564","TKM",2012,12.6
"4565","TKM",2013,12.6
"4566","TKM",2014,12.3
"4567","TKM",2015,12.5
"4568","TKM",2016,12.5
"4569","TKM",2017,12.1
"4570","TKM",2018,12.1
"4571","TKM",2019,11.9
"4572","TKM",2020,10.2
"4573","TKM",2021,9.9
"4574","TKM",2022,9.8
"4575","TKM",2023,10.7
"4576","TKM",2024,10.2
"4577","TUV",1999,13.4
"4578","TUV",2000,13.8
"4579","TUV",2001,13
"4580","TUV",2002,12.8
"4581","TUV",2003,12.7
"4582","TUV",2004,12.3
"4583","TUV",2005,12
"4584","TUV",2006,12.1
"4585","TUV",2007,12
"4586","TUV",2008,12
"4587","TUV",2009,11.8
"4588","TUV",2010,11.5
"4589","TUV",2011,11.3
"4590","TUV",2012,11.4
"4591","TUV",2013,11.5
"4592","TUV",2014,11.5
"4593","TUV",2015,11.6
"4594","TUV",2016,11.6
"4595","TUV",2017,11.5
"4596","TUV",2018,11.5
"4597","TUV",2019,11.4
"4598","TUV",2020,11.6
"4599","TUV",2021,11.6
"4600","TUV",2022,11.5
"4601","TUV",2023,11.4
"4602","TUV",2024,11.5
"4603","UGA",1999,26
"4604","UGA",2000,28.8
"4605","UGA",2001,26.5
"4606","UGA",2002,28.2
"4607","UGA",2003,28.6
"4608","UGA",2004,25.3
"4609","UGA",2005,25.8
"4610","UGA",2006,22.8
"4611","UGA",2007,22.6
"4612","UGA",2008,22.5
"4613","UGA",2009,22.2
"4614","UGA",2010,22.1
"4615","UGA",2011,21.5
"4616","UGA",2012,21.3
"4617","UGA",2013,21.6
"4618","UGA",2014,21.4
"4619","UGA",2015,21.5
"4620","UGA",2016,24
"4621","UGA",2017,25.6
"4622","UGA",2018,24.9
"4623","UGA",2019,23.4
"4624","UGA",2020,22.1
"4625","UGA",2021,20.7
"4626","UGA",2022,17.7
"4627","UGA",2023,14.9
"4628","UGA",2024,14.7
"4629","UKR",1999,10.2
"4630","UKR",2000,9.1
"4631","UKR",2001,8.3
"4632","UKR",2002,7.7
"4633","UKR",2003,6.7
"4634","UKR",2004,6.8
"4635","UKR",2005,6
"4636","UKR",2006,6
"4637","UKR",2007,5.6
"4638","UKR",2008,5.1
"4639","UKR",2009,4
"4640","UKR",2010,3.7
"4641","UKR",2011,3.5
"4642","UKR",2012,3
"4643","UKR",2013,2.4
"4644","UKR",2014,2
"4645","UKR",2015,2
"4646","UKR",2016,2.2
"4647","UKR",2017,2
"4648","UKR",2018,1.6
"4649","UKR",2019,2.5
"4650","UKR",2020,3.2
"4651","UKR",2021,4.3
"4652","UKR",2022,5.3
"4653","UKR",2023,5.3
"4654","UKR",2024,5.2
"4655","ARE",1999,1.4
"4656","ARE",2000,1.5
"4657","ARE",2001,1.3
"4658","ARE",2002,1.3
"4659","ARE",2003,1.3
"4660","ARE",2004,1
"4661","ARE",2005,1.6
"4662","ARE",2006,1.2
"4663","ARE",2007,1.5
"4664","ARE",2008,1.5
"4665","ARE",2009,1.1
"4666","ARE",2010,0.8
"4667","ARE",2011,0.7
"4668","ARE",2012,0.9
"4669","ARE",2013,0.8
"4670","ARE",2014,0.8
"4671","ARE",2015,0.7
"4672","ARE",2016,0.7
"4673","ARE",2017,0.8
"4674","ARE",2018,1
"4675","ARE",2019,0.9
"4676","ARE",2020,0.8
"4677","ARE",2021,0.8
"4678","ARE",2022,0.9
"4679","ARE",2023,0.9
"4680","ARE",2024,0.9
"4681","GBR",1999,1.8
"4682","GBR",2000,1.8
"4683","GBR",2001,1.8
"4684","GBR",2002,1.8
"4685","GBR",2003,2
"4686","GBR",2004,2
"4687","GBR",2005,1.7
"4688","GBR",2006,1.8
"4689","GBR",2007,1.8
"4690","GBR",2008,1.8
"4691","GBR",2009,1.8
"4692","GBR",2010,1.9
"4693","GBR",2011,1.9
"4694","GBR",2012,1.8
"4695","GBR",2013,1.8
"4696","GBR",2014,1.8
"4697","GBR",2015,1.9
"4698","GBR",2016,2.1
"4699","GBR",2017,1.7
"4700","GBR",2018,1.3
"4701","GBR",2019,0.7
"4702","GBR",2020,1.1
"4703","GBR",2021,1.6
"4704","GBR",2022,2.5
"4705","GBR",2023,3.3
"4706","GBR",2024,2.5
"4707","USA",1999,1.5
"4708","USA",2000,1.7
"4709","USA",2001,1.5
"4710","USA",2002,1.5
"4711","USA",2003,1.5
"4712","USA",2004,1.7
"4713","USA",2005,1.9
"4714","USA",2006,1.9
"4715","USA",2007,1.8
"4716","USA",2008,1.9
"4717","USA",2009,1.7
"4718","USA",2010,1.7
"4719","USA",2011,1.6
"4720","USA",2012,1.5
"4721","USA",2013,1.3
"4722","USA",2014,1.2
"4723","USA",2015,1.1
"4724","USA",2016,1
"4725","USA",2017,0.9
"4726","USA",2018,0.8
"4727","USA",2019,0.8
"4728","USA",2020,0.7
"4729","USA",2021,0.7
"4730","USA",2022,0.8
"4731","USA",2023,1
"4732","USA",2024,0.9
"4733","URY",1999,2.4
"4734","URY",2000,2.7
"4735","URY",2001,2.5
"4736","URY",2002,3.4
"4737","URY",2003,3.5
"4738","URY",2004,2.2
"4739","URY",2005,2
"4740","URY",2006,0.9
"4741","URY",2007,0.7
"4742","URY",2008,0.5
"4743","URY",2009,0.4
"4744","URY",2010,0.2
"4745","URY",2011,0.1
"4746","URY",2012,0.2
"4747","URY",2013,0.1
"4748","URY",2014,0.3
"4749","URY",2015,0.5
"4750","URY",2016,0.6
"4751","URY",2017,1.4
"4752","URY",2018,1.7
"4753","URY",2019,2.1
"4754","URY",2020,2.5
"4755","URY",2021,2.9
"4756","URY",2022,2.9
"4757","URY",2023,2.7
"4758","URY",2024,3.1
"4759","UZB",1999,18.7
"4760","UZB",2000,18.5
"4761","UZB",2001,18.3
"4762","UZB",2002,18.2
"4763","UZB",2003,17.6
"4764","UZB",2004,16
"4765","UZB",2005,14.2
"4766","UZB",2006,11.5
"4767","UZB",2007,9.5
"4768","UZB",2008,7.6
"4769","UZB",2009,6.5
"4770","UZB",2010,3.9
"4771","UZB",2011,2.9
"4772","UZB",2012,2.5
"4773","UZB",2013,2.3
"4774","UZB",2014,2
"4775","UZB",2015,1.9
"4776","UZB",2016,2.1
"4777","UZB",2017,2.2
"4778","UZB",2018,2.8
"4779","UZB",2019,4
"4780","UZB",2020,5.6
"4781","UZB",2021,6.8
"4782","UZB",2022,6.3
"4783","UZB",2023,5.2
"4784","UZB",2024,5.4
"4785","VUT",1999,8.3
"4786","VUT",2000,8.8
"4787","VUT",2001,7.7
"4788","VUT",2002,8.4
"4789","VUT",2003,8.1
"4790","VUT",2004,6.7
"4791","VUT",2005,7.4
"4792","VUT",2006,7.4
"4793","VUT",2007,6.9
"4794","VUT",2008,6.9
"4795","VUT",2009,6.4
"4796","VUT",2010,5
"4797","VUT",2011,3.6
"4798","VUT",2012,3
"4799","VUT",2013,2.9
"4800","VUT",2014,2.6
"4801","VUT",2015,2.6
"4802","VUT",2016,2.5
"4803","VUT",2017,2.4
"4804","VUT",2018,2.4
"4805","VUT",2019,2.4
"4806","VUT",2020,2.4
"4807","VUT",2021,2.3
"4808","VUT",2022,2.2
"4809","VUT",2023,2.2
"4810","VUT",2024,2.2
"4811","VEN",1999,13
"4812","VEN",2000,13.1
"4813","VEN",2001,12.7
"4814","VEN",2002,13.6
"4815","VEN",2003,15.7
"4816","VEN",2004,13.3
"4817","VEN",2005,13.3
"4818","VEN",2006,12.4
"4819","VEN",2007,11.5
"4820","VEN",2008,11.3
"4821","VEN",2009,11.5
"4822","VEN",2010,11.5
"4823","VEN",2011,11.4
"4824","VEN",2012,11.3
"4825","VEN",2013,11.4
"4826","VEN",2014,11.7
"4827","VEN",2015,13.3
"4828","VEN",2016,15.7
"4829","VEN",2017,16.9
"4830","VEN",2018,16.4
"4831","VEN",2019,16.3
"4832","VEN",2020,16.5
"4833","VEN",2021,15.9
"4834","VEN",2022,15.9
"4835","VEN",2023,15.3
"4836","VEN",2024,15.7
"4837","VNM",1999,18.1
"4838","VNM",2000,17.4
"4839","VNM",2001,16.7
"4840","VNM",2002,16.1
"4841","VNM",2003,13.6
"4842","VNM",2004,12.7
"4843","VNM",2005,12.2
"4844","VNM",2006,11.3
"4845","VNM",2007,10
"4846","VNM",2008,8.7
"4847","VNM",2009,5.4
"4848","VNM",2010,2.8
"4849","VNM",2011,2.3
"4850","VNM",2012,1.5
"4851","VNM",2013,0.8
"4852","VNM",2014,0.5
"4853","VNM",2015,0.6
"4854","VNM",2016,0.5
"4855","VNM",2017,0.5
"4856","VNM",2018,0.5
"4857","VNM",2019,0.5
"4858","VNM",2020,0.6
"4859","VNM",2021,1.2
"4860","VNM",2022,2.1
"4861","VNM",2023,2.2
"4862","VNM",2024,2.3
"4863","PSE",1999,3.4
"4864","PSE",2000,3.7
"4865","PSE",2001,3.9
"4866","PSE",2002,4.4
"4867","PSE",2003,5
"4868","PSE",2004,5.7
"4869","PSE",2005,6.4
"4870","PSE",2006,5.4
"4871","PSE",2007,6.9
"4872","PSE",2008,5.7
"4873","PSE",2009,4.7
"4874","PSE",2010,4.9
"4875","PSE",2011,4.8
"4876","PSE",2012,4.4
"4877","PSE",2013,4.2
"4878","PSE",2014,1.7
"4879","PSE",2015,0.1
"4880","PSE",2016,2
"4881","PSE",2017,4.4
"4882","PSE",2018,4.2
"4883","PSE",2019,3.8
"4884","PSE",2020,3.7
"4885","PSE",2021,4
"4886","PSE",2022,46.8
"4887","PSE",2023,46.8
"4888","PSE",2024,48
"4889","YEM",1999,21.8
"4890","YEM",2000,17.8
"4891","YEM",2001,20
"4892","YEM",2002,18
"4893","YEM",2003,16
"4894","YEM",2004,16
"4895","YEM",2005,14.7
"4896","YEM",2006,11.5
"4897","YEM",2007,10.8
