"","iso3c","year","SN.ITK.SVFI.ZS"
"4898","YEM",2008,12.2
"4899","YEM",2009,15.9
"4900","YEM",2010,18.1
"4901","YEM",2011,27.5
"4902","YEM",2012,37.3
"4903","YEM",2013,30.3
"4904","YEM",2014,24.3
"4905","YEM",2015,45
"4906","YEM",2016,64.8
"4907","YEM",2017,86.7
"4908","YEM",2018,95.5
"4909","YEM",2019,97.8
"4910","YEM",2020,98.5
"4911","YEM",2021,99
"4912","YEM",2022,99
"4913","YEM",2023,95.1
"4914","YEM",2024,97.5
"4915","ZMB",1999,14.4
"4916","ZMB",2000,15.4
"4917","ZMB",2001,14
"4918","ZMB",2002,13.5
"4919","ZMB",2003,13
"4920","ZMB",2004,12.8
"4921","ZMB",2005,11.7
"4922","ZMB",2006,11.2
"4923","ZMB",2007,11.2
"4924","ZMB",2008,11.6
"4925","ZMB",2009,12.1
"4926","ZMB",2010,13.1
"4927","ZMB",2011,14.4
"4928","ZMB",2012,16.3
"4929","ZMB",2013,20.5
"4930","ZMB",2014,21.4
"4931","ZMB",2015,22.4
"4932","ZMB",2016,23.8
"4933","ZMB",2017,24.1
"4934","ZMB",2018,25
"4935","ZMB",2019,22.5
"4936","ZMB",2020,22.4
"4937","ZMB",2021,19.7
"4938","ZMB",2022,19
"4939","ZMB",2023,17.2
"4940","ZMB",2024,18
"4941","ZWE",1999,22.8
"4942","ZWE",2000,23.2
"4943","ZWE",2001,25.1
"4944","ZWE",2002,24.5
"4945","ZWE",2003,21.3
"4946","ZWE",2004,17.8
"4947","ZWE",2005,18.2
"4948","ZWE",2006,19.5
"4949","ZWE",2007,18.1
"4950","ZWE",2008,18.1
"4951","ZWE",2009,23.1
"4952","ZWE",2010,24.1
"4953","ZWE",2011,24.5
"4954","ZWE",2012,26.9
"4955","ZWE",2013,27.7
"4956","ZWE",2014,30.4
"4957","ZWE",2015,35.5
"4958","ZWE",2016,36.7
"4959","ZWE",2017,35.9
"4960","ZWE",2018,34.2
"4961","ZWE",2019,32.1
"4962","ZWE",2020,31.3
"4963","ZWE",2021,28.6
"4964","ZWE",2022,26.1
"4965","ZWE",2023,25.1
"4966","ZWE",2024,27.9
