"year","region","rate","pop"
2022,"Middle East, North Africa, Afghanistan & Pakistan",13.4593271475726,782349366
2022,"North America",1.28493805784238,373018004
2022,"South Asia",6.1517322066635,1648009565
2022,"Sub-Saharan Africa",45.6346130001405,1229208573
2023,"East Asia & Pacific",1.88850403926324,2384423202
2023,"Europe & Central Asia",0.677049939109263,925640799
2023,"Latin America & Caribbean",4.6197364967066,657617663
2023,"Middle East, North Africa, Afghanistan & Pakistan",13.8742617654718,797801454
2023,"North America",1.10409245268605,376954413
2023,"South Asia",4.70735166719399,1662580579
2023,"Sub-Saharan Africa",45.6307582369044,1259902353
2024,"East Asia & Pacific",1.69065061547294,2388179554
2024,"Europe & Central Asia",0.589305125810447,928465742
2024,"Latin America & Caribbean",4.26971711920194,662185950
2024,"Middle East, North Africa, Afghanistan & Pakistan",14.3671960629975,813118814
2024,"North America",1.01322389675322,381464223
2024,"South Asia",3.77693853796668,1677384532
2024,"Sub-Saharan Africa",45.0805651730966,1291058694
2025,"East Asia & Pacific",1.50157715929562,2389498550
2025,"Europe & Central Asia",0.544742478901046,929048944.305516
2025,"Latin America & Caribbean",4.1160722390958,666600647
2025,"Middle East, North Africa, Afghanistan & Pakistan",14.660739675573,826703074
2025,"North America",1.01296597800135,383507187
2025,"South Asia",3.03198220377071,1692524608
2025,"Sub-Saharan Africa",44.2486740420413,1322798433
