STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,UKR,ID_OWN,_T,_T,RUR,PT_RESP_SUB,_T,_T,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,100.0,A,Triennial,Ukraine,ID ownership,Total,All age ranges or no breakdown by age,Rural area,Percentage of respondents in the same subgroup,Total,Total,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,USA,ID_OWN,_T,_T,RUR,PT_RESP_SUB,_T,_T,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,86.1299167271381,A,Triennial,United States,ID ownership,Total,All age ranges or no breakdown by age,Rural area,Percentage of respondents in the same subgroup,Total,Total,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,UZB,ID_OWN,_T,_T,RUR,PT_RESP_SUB,_T,_T,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,97.044677204411,A,Triennial,Uzbekistan,ID ownership,Total,All age ranges or no breakdown by age,Rural area,Percentage of respondents in the same subgroup,Total,Total,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,VEN,ID_OWN,_T,_T,RUR,PT_RESP_SUB,_T,_T,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,97.7696166378181,A,Triennial,"Venezuela, RB",ID ownership,Total,All age ranges or no breakdown by age,Rural area,Percentage of respondents in the same subgroup,Total,Total,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,VNM,ID_OWN,_T,_T,RUR,PT_RESP_SUB,_T,_T,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,99.5604783553802,A,Triennial,Viet Nam,ID ownership,Total,All age ranges or no breakdown by age,Rural area,Percentage of respondents in the same subgroup,Total,Total,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,ZAF,ID_OWN,_T,_T,RUR,PT_RESP_SUB,_T,_T,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,88.1892408368964,A,Triennial,South Africa,ID ownership,Total,All age ranges or no breakdown by age,Rural area,Percentage of respondents in the same subgroup,Total,Total,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,ZMB,ID_OWN,_T,_T,RUR,PT_RESP_SUB,_T,_T,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,87.8258088401734,A,Triennial,Zambia,ID ownership,Total,All age ranges or no breakdown by age,Rural area,Percentage of respondents in the same subgroup,Total,Total,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,ZWE,ID_OWN,_T,_T,RUR,PT_RESP_SUB,_T,_T,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,91.3028821997462,A,Triennial,Zimbabwe,ID ownership,Total,All age ranges or no breakdown by age,Rural area,Percentage of respondents in the same subgroup,Total,Total,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,ALB,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,97.1769931081339,A,Triennial,Albania,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,ARG,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,99.4716360016667,A,Triennial,Argentina,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,AUT,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,58.5777556886754,A,Triennial,Austria,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,AZE,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,100.0,A,Triennial,Azerbaijan,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,BEL,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,97.4282041505994,A,Triennial,Belgium,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,BEN,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,69.0645286454701,A,Triennial,Benin,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,BFA,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,93.2508689671862,A,Triennial,Burkina Faso,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,BGD,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,85.0590266963394,A,Triennial,Bangladesh,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,BHR,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,98.7947542912469,A,Triennial,Bahrain,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,BIH,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,98.5680789406968,A,Triennial,Bosnia and Herzegovina,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,BOL,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,99.9082873423593,A,Triennial,Bolivia,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,BRA,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,99.5656305989679,A,Triennial,Brazil,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,BWA,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,94.5312988110859,A,Triennial,Botswana,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,CAN,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,93.9471930297743,A,Triennial,Canada,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,CHE,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,93.0724162155689,A,Triennial,Switzerland,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,CHL,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,98.3363975043361,A,Triennial,Chile,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,CHN,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,99.592765738128,A,Triennial,China,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,CIV,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,76.7358811467936,A,Triennial,Cote d'Ivoire,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,CMR,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,80.3303903369417,A,Triennial,Cameroon,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,COD,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,85.6914517064282,A,Triennial,"Congo, Dem. Rep.",ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,COG,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,55.9266334470748,A,Triennial,"Congo, Rep.",ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,COL,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,98.3260371861087,A,Triennial,Colombia,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,COM,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,73.4170007298796,A,Triennial,Comoros,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,CRI,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,98.5972556988255,A,Triennial,Costa Rica,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,CYP,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,87.3229081733134,A,Triennial,Cyprus,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,CZE,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,95.3885601877624,A,Triennial,Czechia,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,DEU,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,97.8317487454927,A,Triennial,Germany,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,DNK,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,99.6554961500261,A,Triennial,Denmark,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,DOM,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,92.8152206842356,A,Triennial,Dominican Republic,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,DZA,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,99.6178864826192,A,Triennial,Algeria,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,ECU,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,98.0013888216043,A,Triennial,Ecuador,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,EGY,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,98.1317770988983,A,Triennial,"Egypt, Arab Rep.",ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,ESP,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,96.6363626993885,A,Triennial,Spain,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,ETH,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,97.3922513524204,A,Triennial,Ethiopia,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,FIN,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,99.6809155856029,A,Triennial,Finland,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,FRA,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,94.9029165846529,A,Triennial,France,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,GAB,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,76.9984451180833,A,Triennial,Gabon,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,GBR,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,93.6138469593445,A,Triennial,United Kingdom,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,GEO,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,92.9683828883995,A,Triennial,Georgia,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,GHA,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,90.5407254358491,A,Triennial,Ghana,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,GIN,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,70.3338146785132,A,Triennial,Guinea,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,GMB,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,76.0938359423697,A,Triennial,"Gambia, The",ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,GRC,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,96.7662089145327,A,Triennial,Greece,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,GTM,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,94.7450228125618,A,Triennial,Guatemala,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,HKG,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,99.8725382840618,A,Triennial,"Hong Kong SAR, China",ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,HND,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,98.2252552834797,A,Triennial,Honduras,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,HUN,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,99.5231835811875,A,Triennial,Hungary,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A3,IDN,ID_OWN,_T,_T,_T,PT_RESP_SUB,_T,ISCED11_GE_2_3,_T,2024,W_AVG,NUMBER,0,WB_ID4D,602,0,PU,97.3153039733154,A,Triennial,Indonesia,ID ownership,Total,All age ranges or no breakdown by age,Total,Percentage of respondents in the same subgroup,Total,Education: Secondary education or more,Total,Weighted Average,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Normal value,Public
